samplestamps,C1
82997930,-395.443359375
82997932,-3626.10205078125
82997934,-3715.46533203125
82997936,-1585.3955078125
82997938,2112.5244140625
82997940,2409.38330078125
82997942,2147.914306640625
82997944,1897.045654296875
82997946,853.151123046875
82997948,-2057.267333984375
82997950,-4103.28662109375
82997952,-3088.696533203125
82997954,285.6021423339844
82997956,2782.68310546875
82997958,2120.732177734375
82997960,2246.67333984375
82997962,1502.0177001953125
82997964,-145.6879119873047
82997966,-3487.8369140625
82997968,-3794.253173828125
82997970,-1816.3095703125
82997972,2026.122802734375
82997974,2474.418212890625
82997976,2172.3505859375
82997978,1960.543701171875
82997980,1008.338623046875
82997982,-1786.768310546875
82997984,-4091.340576171875
82997986,-3194.8037109375
82997988,41.570526123046875
82997990,2733.31591796875
82997992,2126.065673828125
82997994,2268.281005859375
82997996,1600.26171875
82997998,15.223418235778809
82998000,-3278.181396484375
82998002,-3868.625732421875
82998004,-2049.85302734375
82998006,1774.1201171875
82998008,2563.2041015625
82998010,2163.021484375
82998012,2013.167236328125
82998014,1071.3714599609375
82998016,-1570.9447021484375
82998018,-4039.522705078125
82998020,-3342.140625
82998022,-293.17022705078125
82998024,2623.549560546875
82998026,2177.999755859375
82998028,2240.974365234375
82998030,1647.34423828125
82998032,224.9701385498047
82998034,-3104.1650390625
82998036,-3907.51708984375
82998038,-2263.869873046875
82998040,1580.622802734375
82998042,2604.90771484375
82998044,2136.47900390625
82998046,2084.785888671875
82998048,1144.77197265625
82998050,-1305.67919921875
82998052,-3997.669677734375
82998054,-3469.510498046875
82998056,-625.95458984375
82998058,2583.694580078125
82998060,2206.419677734375
82998062,2227.69091796875
82998064,1703.4776611328125
82998066,399.31878662109375
82998068,-2878.621826171875
82998070,-3980.481689453125
82998072,-2471.2197265625
82998074,1317.3511962890625
82998076,2680.875244140625
82998078,2084.6240234375
82998080,2119.598388671875
82998082,1279.531494140625
82998084,-1033.3773193359375
82998086,-3909.0498046875
82998088,-3540.07421875
82998090,-885.7661743164062
82998092,2500.831787109375
82998094,2230.203857421875
82998096,2192.425537109375
82998098,1709.8577880859375
82998100,515.1912231445312
82998102,-2680.721435546875
82998104,-4023.435302734375
82998106,-2639.1923828125
82998108,1082.8897705078125
82998110,2760.88427734375
82998112,2103.40283203125
82998114,2217.314697265625
82998116,1373.484619140625
82998118,-716.9129638671875
82998120,-3793.119384765625
82998122,-3585.25
82998124,-1164.53125
82998126,2416.7021484375
82998128,2380.992431640625
82998130,2266.01318359375
82998132,1810.6563720703125
82998134,678.7775268554688
82998136,-2455.892578125
82998138,-4029.238037109375
82998140,-2830.604736328125
82998142,763.9746704101562
82998144,2745.104248046875
82998146,2106.79248046875
82998148,2175.14208984375
82998150,1429.2318115234375
82998152,-478.065185546875
82998154,-3698.717529296875
82998156,-3717.085205078125
82998158,-1400.5628662109375
82998160,2264.5302734375
82998162,2402.88671875
82998164,2204.592041015625
82998166,1873.94677734375
82998168,829.765625
82998170,-2134.77197265625
82998172,-4028.507080078125
82998174,-2974.32373046875
82998176,481.2427978515625
82998178,2733.95556640625
82998180,2126.115478515625
82998182,2233.46875
82998184,1462.6361083984375
82998186,-294.92724609375
82998188,-3542.533203125
82998190,-3759.677734375
82998192,-1659.0909423828125
82998194,2068.075439453125
82998196,2477.948974609375
82998198,2203.35400390625
82998200,1933.137451171875
82998202,906.3604125976562
82998204,-1951.73779296875
82998206,-4065.205078125
82998208,-3154.479248046875
82998210,187.9521026611328
82998212,2701.053955078125
82998214,2095.136962890625
82998216,2261.402587890625
82998218,1428.43017578125
82998220,-337.752197265625
82998222,-3497.930419921875
82998224,-4001.495361328125
82998226,-2049.956787109375
82998228,1776.836669921875
82998230,2454.625732421875
82998232,2083.112060546875
82998234,1905.855712890625
82998236,960.1677856445312
82998238,-1731.868408203125
82998240,-4111.22021484375
82998242,-3316.03857421875
82998244,-157.09405517578125
82998246,2685.531494140625
82998248,2086.605224609375
82998250,2222.36572265625
82998252,1566.5458984375
82998254,85.9822006225586
82998256,-3239.77197265625
82998258,-3917.39892578125
82998260,-2184.753662109375
82998262,1653.9486083984375
82998264,2572.280029296875
82998266,2120.188232421875
82998268,2065.0556640625
82998270,1130.10107421875
82998272,-1390.2366943359375
82998274,-3983.842041015625
82998276,-3355.095947265625
82998278,-405.3209228515625
82998280,2612.380126953125
82998282,2193.343505859375
82998284,2235.25048828125
82998286,1662.3848876953125
82998288,295.4298400878906
82998290,-3077.33203125
82998292,-3984.934326171875
82998294,-2370.7744140625
82998296,1399.0341796875
82998298,2618.968017578125
82998300,2042.006591796875
82998302,2049.05126953125
82998304,1188.2989501953125
82998306,-1158.757568359375
82998308,-3969.30810546875
82998310,-3466.386962890625
82998312,-692.2605590820312
82998314,2544.416748046875
82998316,2229.360595703125
82998318,2212.2099609375
82998320,1733.737548828125
82998322,410.953369140625
82998324,-2823.21923828125
82998326,-3962.6123046875
82998328,-2579.45361328125
82998330,1182.5211181640625
82998332,2684.60107421875
82998334,2073.566650390625
82998336,2110.339599609375
82998338,1293.7164306640625
82998340,-839.3565673828125
82998342,-3849.751220703125
82998344,-3586.292724609375
82998346,-967.0546875
82998348,2513.413330078125
82998350,2284.065185546875
82998352,2249.501953125
82998354,1820.3553466796875
82998356,628.3512573242188
82998358,-2547.9931640625
82998360,-3999.825439453125
82998362,-2772.286376953125
82998364,927.0210571289062
82998366,2700.522216796875
82998368,2045.1260986328125
82998370,2171.78564453125
82998372,1404.0228271484375
82998374,-643.29638671875
82998376,-3744.927734375
82998378,-3671.182373046875
82998380,-1312.0010986328125
82998382,2304.87548828125
82998384,2309.43212890625
82998386,2227.80712890625
82998388,1839.7698974609375
82998390,772.5562744140625
82998392,-2293.95947265625
82998394,-4052.440673828125
82998396,-2917.812255859375
82998398,658.7357788085938
82998400,2752.4521484375
82998402,2074.15234375
82998404,2170.8427734375
82998406,1392.7081298828125
82998408,-481.4338684082031
82998410,-3659.938232421875
82998412,-3719.18701171875
82998414,-1542.5372314453125
82998416,2168.37548828125
82998418,2414.720703125
82998420,2225.6181640625
82998422,1912.63037109375
82998424,896.3540649414062
82998426,-2037.9609375
82998428,-4027.111328125
82998430,-3053.55615234375
82998432,335.326416015625
82998434,2729.639892578125
82998436,2126.165283203125
82998438,2220.450927734375
82998440,1508.9169921875
82998442,-176.26766967773438
82998444,-3475.649658203125
82998446,-3805.72998046875
82998448,-1774.9384765625
82998450,1958.5333251953125
82998452,2458.928955078125
82998454,2137.156005859375
82998456,1948.381591796875
82998458,994.5565185546875
82998460,-1811.8900146484375
82998462,-4081.267578125
82998464,-3183.9375
82998466,42.20604705810547
82998468,2700.356201171875
82998470,2147.685791015625
82998472,2273.884521484375
82998474,1555.65478515625
82998476,-30.30561065673828
82998478,-3340.65771484375
82998480,-3876.073486328125
82998482,-2067.70166015625
82998484,1797.07373046875
82998486,2564.49169921875
82998488,2131.656494140625
82998490,2017.8360595703125
82998492,1090.4744873046875
82998494,-1561.5531005859375
82998496,-4036.195556640625
82998498,-3335.926513671875
82998500,-184.73297119140625
82998502,2733.2412109375
82998504,2220.11865234375
82998506,2285.4111328125
82998508,1705.4423828125
82998510,245.14895629882812
82998512,-3105.668701171875
82998514,-3893.68115234375
82998516,-2276.916748046875
82998518,1583.1275634765625
82998520,2585.46826171875
82998522,2110.821533203125
82998524,2068.312255859375
82998526,1173.2042236328125
82998528,-1243.447998046875
82998530,-4023.3896484375
82998532,-3415.167236328125
82998534,-541.2724609375
82998536,2622.12060546875
82998538,2223.05517578125
82998540,2270.07958984375
82998542,1672.607177734375
82998544,403.3686828613281
82998546,-2898.069580078125
82998548,-3979.949951171875
82998550,-2469.076416015625
82998552,1320.607666015625
82998554,2675.878173828125
82998556,2074.48876953125
82998558,2078.580322265625
82998560,1271.13671875
82998562,-1042.972412109375
82998564,-3930.171630859375
82998566,-3530.670166015625
82998568,-846.0773315429688
82998570,2498.767333984375
82998572,2323.05224609375
82998574,2239.072021484375
82998576,1793.7132568359375
82998578,748.1697387695312
82998580,-2442.23095703125
82998582,-3853.796875
82998584,-2493.039306640625
82998586,1183.5386962890625
82998588,2815.87548828125
82998590,2157.5009765625
82998592,2264.322509765625
82998594,1381.958251953125
82998596,-705.9263305664062
82998598,-3809.0322265625
82998600,-3590.45458984375
82998602,-1080.285400390625
82998604,2456.52392578125
82998606,2327.803955078125
82998608,2284.401611328125
82998610,1842.955810546875
82998612,676.3309936523438
82998614,-2457.815673828125
82998616,-4062.717041015625
82998618,-2821.861083984375
82998620,830.8704833984375
82998622,2779.837646484375
82998624,2114.87548828125
82998626,2185.007080078125
82998628,1417.435302734375
82998630,-540.927734375
82998632,-3741.251708984375
82998634,-3703.465087890625
82998636,-1443.2174072265625
82998638,2269.352783203125
82998640,2369.511474609375
82998642,2224.7333984375
82998644,1851.5872802734375
82998646,802.9408569335938
82998648,-2204.263671875
82998650,-4060.046142578125
82998652,-2985.169189453125
82998654,503.2533874511719
82998656,2745.644287109375
82998658,2097.7705078125
82998660,2203.715576171875
82998662,1476.12744140625
82998664,-325.5859375
82998666,-3550.209228515625
82998668,-3740.383544921875
82998670,-1652.6318359375
82998672,2122.559814453125
82998674,2491.922119140625
82998676,2140.59130859375
82998678,1934.6077880859375
82998680,969.7172241210938
82998682,-1947.255859375
82998684,-4052.781494140625
82998686,-3101.427734375
82998688,207.8069305419922
82998690,2739.210205078125
82998692,2121.31787109375
82998694,2242.82275390625
82998696,1548.2943115234375
82998698,-113.70419311523438
82998700,-3411.30859375
82998702,-3832.114501953125
82998704,-1900.0322265625
82998706,1887.342529296875
82998708,2519.93896484375
82998710,2172.30908203125
82998712,2043.161376953125
82998714,1027.6119384765625
82998716,-1701.6251220703125
82998718,-4084.09228515625
82998720,-3274.9208984375
82998722,-125.3180160522461
82998724,2671.878173828125
82998726,2149.035888671875
82998728,2258.748291015625
82998730,1584.24072265625
82998732,69.49604797363281
82998734,-3237.83203125
82998736,-3879.16796875
82998738,-2140.109375
82998740,1693.525390625
82998742,2576.29248046875
82998744,2154.078369140625
82998746,2042.9412841796875
82998748,1130.83203125
82998750,-1423.013671875
82998752,-4028.482177734375
82998754,-3394.33642578125
82998756,-391.86700439453125
82998758,2612.43408203125
82998760,2184.516845703125
82998762,2231.5537109375
82998764,1642.50927734375
82998766,272.0028076171875
82998768,-3056.98291015625
82998770,-3936.385498046875
82998772,-2302.41650390625
82998774,1440.949462890625
82998776,2645.14892578125
82998778,2107.519287109375
82998780,2056.75244140625
82998782,1198.9324951171875
82998784,-1166.5791015625
82998786,-3982.40478515625
82998788,-3462.544677734375
82998790,-689.17431640625
82998792,2570.11181640625
82998794,2224.52978515625
82998796,2238.677490234375
82998798,1764.5416259765625
82998800,439.6307373046875
82998802,-2832.5859375
82998804,-4048.669189453125
82998806,-2556.300537109375
82998808,1204.7601318359375
82998810,2671.820068359375
82998812,2073.720458984375
82998814,2134.49365234375
82998816,1276.6488037109375
82998818,-914.5930786132812
82998820,-3866.607177734375
82998822,-3517.71875
82998824,-990.5814208984375
82998826,2457.059814453125
82998828,2251.217529296875
82998830,2227.213134765625
82998832,1764.379638671875
82998834,565.3059692382812
82998836,-2634.033447265625
82998838,-4051.1904296875
82998840,-2736.23193359375
82998842,961.4346923828125
82998844,2700.6552734375
82998846,2098.692626953125
82998848,2184.786865234375
82998850,1350.061767578125
82998852,-656.0732421875
82998854,-3787.162841796875
82998856,-3631.983642578125
82998858,-1239.51025390625
82998860,2365.58642578125
82998862,2348.086669921875
82998864,2200.87841796875
82998866,1830.78955078125
82998868,738.072021484375
82998870,-2365.673583984375
82998872,-4074.11083984375
82998874,-2894.767333984375
82998876,674.1419677734375
82998878,2733.59423828125
82998880,2096.241943359375
82998882,2231.819580078125
82998884,1414.133056640625
82998886,-462.5426940917969
82998888,-3646.941162109375
82998890,-3747.212158203125
82998892,-1530.16748046875
82998894,2203.90234375
82998896,2426.5712890625
82998898,2191.374755859375
82998900,1889.9261474609375
82998902,879.2240600585938
82998904,-2093.089111328125
82998906,-4037.4873046875
82998908,-3052.683837890625
82998910,384.1659851074219
82998912,2723.7998046875
82998914,2114.510009765625
82998916,2212.782958984375
82998918,1487.7703857421875
82998920,-221.45608520507812
82998922,-3529.835205078125
82998924,-3788.4462890625
82998926,-1745.5882568359375
82998928,2025.861083984375
82998930,2505.865966796875
82998932,2164.828369140625
82998934,1963.7005615234375
82998936,925.4384765625
82998938,-2097.4091796875
82998940,-4200.7705078125
82998942,-3355.536376953125
82998944,-38.7376823425293
82998946,2576.6455078125
82998948,2026.6461181640625
82998950,2123.64404296875
82998952,1493.8597412109375
82998954,-100.79440307617188
82998956,-3393.605224609375
82998958,-3883.853271484375
82998960,-2060.856201171875
82998962,1740.88623046875
82998964,2518.90869140625
82998966,2120.62841796875
82998968,2000.103759765625
82998970,1048.2974853515625
82998972,-1511.625244140625
82998974,-4011.12353515625
82998976,-3297.276123046875
82998978,-213.54737854003906
82998980,2699.662353515625
82998982,2113.421630859375
82998984,2223.51220703125
82998986,1596.5980224609375
82998988,158.78045654296875
82998990,-3172.01220703125
82998992,-3919.147705078125
82998994,-2258.386962890625
82998996,1577.573974609375
82998998,2558.406494140625
82999000,2122.244140625
82999002,2080.51171875
82999004,1173.0838623046875
82999006,-1292.088134765625
82999008,-3979.845947265625
82999010,-3404.890869140625
82999012,-506.38116455078125
82999014,2600.61669921875
82999016,2226.0625
82999018,2219.35009765625
82999020,1682.58447265625
82999022,337.2537536621094
82999024,-2946.3359375
82999026,-3980.622802734375
82999028,-2424.3408203125
82999030,1326.5516357421875
82999032,2639.499755859375
82999034,2112.200439453125
82999036,2103.12451171875
82999038,1263.0494384765625
82999040,-1037.1197509765625
82999042,-3927.7001953125
82999044,-3506.964599609375
82999046,-796.8431396484375
82999048,2507.323974609375
82999050,2260.750244140625
82999052,2235.981689453125
82999054,1771.092041015625
82999056,483.2822570800781
82999058,-2768.16162109375
82999060,-4012.029052734375
82999062,-2676.256103515625
82999064,1083.317626953125
82999066,2690.258544921875
82999068,2059.477294921875
82999070,2143.70654296875
82999072,1288.038330078125
82999074,-821.4955444335938
82999076,-3824.189208984375
82999078,-3583.189697265625
82999080,-1074.4783935546875
82999082,2433.038818359375
82999084,2348.44384765625
82999086,2250.00048828125
82999088,1782.7598876953125
82999090,687.5211791992188
82999092,-2461.732666015625
82999094,-4013.56591796875
82999096,-2798.151611328125
82999098,787.293701171875
82999100,2731.637939453125
82999102,2088.881591796875
82999104,2159.411865234375
82999106,1400.3302001953125
82999108,-573.3517456054688
82999110,-3748.03466796875
82999112,-3647.24853515625
82999114,-1370.8387451171875
82999116,2264.32666015625
82999118,2365.1044921875
82999120,2229.82177734375
82999122,1887.998779296875
82999124,859.8012084960938
82999126,-2213.115478515625
82999128,-4026.106201171875
82999130,-2978.286376953125
82999132,565.0650634765625
82999134,2747.37646484375
82999136,2104.72802734375
82999138,2209.56396484375
82999140,1477.286376953125
82999142,-357.6859436035156
82999144,-3596.07470703125
82999146,-3791.38720703125
82999148,-1622.2930908203125
82999150,2094.4599609375
82999152,2465.3505859375
82999154,2161.289306640625
82999156,1867.0806884765625
82999158,898.4724731445312
82999160,-1980.834716796875
82999162,-4034.284912109375
82999164,-3106.698974609375
82999166,231.0844268798828
82999168,2729.69384765625
82999170,2084.9853515625
82999172,2202.818359375
82999174,1504.7467041015625
82999176,-177.065185546875
82999178,-3457.72216796875
82999180,-3819.379150390625
82999182,-1913.9637451171875
82999184,1894.4205322265625
82999186,2492.94384765625
82999188,2137.6669921875
82999190,1989.171142578125
82999192,1025.5516357421875
82999194,-1717.8828125
82999196,-4041.88623046875
82999198,-3222.180908203125
82999200,-35.43962097167969
82999202,2735.770751953125
82999204,2161.974609375
82999206,2260.206298828125
82999208,1597.906494140625
82999210,9.611729621887207
82999212,-3268.042236328125
82999214,-3889.41943359375
82999216,-2104.084228515625
82999218,1708.0467529296875
82999220,2558.020263671875
82999222,2150.46044921875
82999224,2008.4527587890625
82999226,1078.279052734375
82999228,-1494.7777099609375
82999230,-4029.50390625
82999232,-3370.53125
82999234,-338.1800537109375
82999236,2640.19775390625
82999238,2189.513916015625
82999240,2215.931640625
82999242,1658.4678955078125
82999244,239.7283477783203
82999246,-3050.822998046875
82999248,-3948.954833984375
82999250,-2341.029541015625
82999252,1464.9871826171875
82999254,2591.083984375
82999256,2114.962646484375
82999258,2074.197998046875
82999260,1177.4951171875
82999262,-1207.2939453125
82999264,-3981.8896484375
82999266,-3480.70068359375
82999268,-629.7552490234375
82999270,2558.2197265625
82999272,2231.009521484375
82999274,2251.931884765625
82999276,1693.2470703125
82999278,443.5933837890625
82999280,-2824.19970703125
82999282,-3967.397216796875
82999284,-2515.814208984375
82999286,1264.9892578125
82999288,2689.20751953125
82999290,2128.72412109375
82999292,2092.162841796875
82999294,1285.1763916015625
82999296,-866.2893676757812
82999298,-3615.314697265625
82999300,-3415.503662109375
82999302,-754.1968383789062
82999304,2547.7646484375
82999306,2414.982421875
82999308,2340.5849609375
82999310,1857.302734375
82999312,675.0433349609375
82999314,-2532.05126953125
82999316,-3953.822998046875
82999318,-2626.52783203125
82999320,1036.1270751953125
82999322,2763.7587890625
82999324,2109.126708984375
82999326,2162.377685546875
82999328,1385.642578125
82999330,-683.9157104492188
82999332,-3753.0068359375
82999334,-3610.184814453125
82999336,-1183.6923828125
82999338,2314.271240234375
82999340,2341.178955078125
82999342,2199.22119140625
82999344,1854.8271484375
82999346,699.5503540039062
82999348,-2374.633056640625
82999350,-4028.295166015625
82999352,-2840.8642578125
82999354,684.7090454101562
82999356,2758.873779296875
82999358,2092.79833984375
82999360,2197.734130859375
82999362,1409.5057373046875
82999364,-452.0960693359375
82999366,-3662.584228515625
82999368,-3719.5732421875
82999370,-1480.3642578125
82999372,2166.68505859375
82999374,2390.998779296875
82999376,2177.484619140625
82999378,1888.86279296875
82999380,826.9285888671875
82999382,-2129.932861328125
82999384,-4031.66796875
82999386,-3008.75390625
82999388,429.69500732421875
82999390,2702.906494140625
82999392,2086.775634765625
82999394,2188.433837890625
82999396,1496.41845703125
82999398,-234.47802734375
82999400,-3528.065673828125
82999402,-3753.88720703125
82999404,-1719.025146484375
82999406,2023.3231201171875
82999408,2481.392333984375
82999410,2184.753662109375
82999412,1941.7314453125
82999414,953.9122924804688
82999416,-1843.1551513671875
82999418,-4040.885009765625
82999420,-3110.404052734375
82999422,145.64637756347656
