samplestamps,C1,C2,C3,C4,C5,C6,C7,C8
84726416,1468.2935791015625,1494.89404296875,1528.1654052734375,1517.44873046875,1521.108154296875,1508.9501953125,1520.6470947265625,1490.37890625
84726418,1221.549560546875,1259.174072265625,1292.374755859375,1283.0330810546875,1286.9791259765625,1272.7442626953125,1288.64892578125,1246.9910888671875
84726420,436.8851013183594,471.6518249511719,493.9905700683594,485.87420654296875,486.0694274902344,478.3227233886719,490.0445556640625,460.2913818359375
84726422,-1822.1622314453125,-1874.29150390625,-1921.4488525390625,-1934.798828125,-1930.47900390625,-1902.59912109375,-1927.5216064453125,-1856.72119140625
84726424,-2598.23681640625,-2674.79833984375,-2749.249755859375,-2756.174072265625,-2753.93505859375,-2710.3583984375,-2749.6318359375,-2639.39599609375
84726426,-1600.2491455078125,-1640.727294921875,-1691.161865234375,-1692.7236328125,-1688.2584228515625,-1663.0867919921875,-1680.499267578125,-1609.146484375
84726428,988.2387084960938,1037.194580078125,1059.068115234375,1059.5374755859375,1069.5936279296875,1054.7357177734375,1076.040283203125,1031.3502197265625
84726430,1810.18701171875,1862.0172119140625,1900.5845947265625,1893.726806640625,1905.00830078125,1877.4732666015625,1907.8702392578125,1846.1458740234375
84726432,1415.2462158203125,1445.497802734375,1462.6651611328125,1455.167724609375,1467.1512451171875,1447.923583984375,1470.5281982421875,1430.6898193359375
84726434,1400.0477294921875,1441.456298828125,1471.869873046875,1468.845947265625,1473.65185546875,1446.939208984375,1478.000732421875,1432.4468994140625
84726436,982.1950073242188,1022.3989868164062,1059.16357421875,1054.1168212890625,1063.65380859375,1035.2381591796875,1064.7919921875,1016.870361328125
84726438,-517.0977783203125,-519.685546875,-527.4447021484375,-536.4624633789062,-525.147705078125,-526.5765991210938,-524.2879028320312,-513.9451293945312
84726440,-2538.917236328125,-2614.30322265625,-2686.02587890625,-2693.701904296875,-2689.278076171875,-2652.41796875,-2689.078857421875,-2576.010009765625
84726442,-2260.67138671875,-2326.524658203125,-2394.392333984375,-2394.82861328125,-2390.948974609375,-2351.579833984375,-2389.989501953125,-2288.941650390625
84726444,-460.9476623535156,-465.37969970703125,-480.41204833984375,-479.9052734375,-477.0101318359375,-464.3454284667969,-467.97161865234375,-443.38153076171875
