samplestamps,C1,C2,C3,C4
85098658,1428.0147705078125,1459.1552734375,1489.10791015625,1487.039306640625
85098660,1233.778076171875,1275.1658935546875,1300.0592041015625,1303.855712890625
85098662,520.2089233398438,550.6141967773438,570.8262939453125,575.1959838867188
85098664,-1647.73046875,-1698.759033203125,-1751.55712890625,-1750.028564453125
85098666,-2612.413330078125,-2695.15576171875,-2773.58642578125,-2768.9091796875
85098668,-1712.478759765625,-1771.5281982421875,-1824.8912353515625,-1816.4051513671875
85098670,730.8030395507812,763.3848876953125,776.352783203125,790.1182861328125
85098672,1766.9923095703125,1813.6512451171875,1851.0596923828125,1854.9642333984375
85098674,1343.36181640625,1357.5177001953125,1381.580322265625,1377.376708984375
85098676,1432.1810302734375,1462.2208251953125,1490.45361328125,1490.1629638671875
85098678,978.1700439453125,1016.0437622070312,1041.9754638671875,1043.64111328125
85098680,-377.2043151855469,-385.7817687988281,-388.8056945800781,-385.48687744140625
85098682,-2487.087158203125,-2579.5615234375,-2655.39208984375,-2642.203857421875
85098684,-2372.16162109375,-2458.542724609375,-2530.111328125,-2512.977294921875
85098686,-712.6179809570312,-739.579833984375,-760.9216918945312,-743.4220581054688
85098688,1559.65478515625,1619.6097412109375,1669.1055908203125,1682.06103515625
85098690,1354.86767578125,1539.1768798828125,1589.2708740234375,1595.422607421875
85098692,1176.94677734375,1426.303466796875,1479.9696044921875,1488.1400146484375
85098694,1100.33544921875,1271.6102294921875,1323.992919921875,1326.2733154296875
85098696,440.03363037109375,626.31591796875,669.5936279296875,670.025634765625
85098698,-1629.6907958984375,-1555.1646728515625,-1576.2198486328125,-1577.4119873046875
85098700,-2757.420166015625,-2731.629638671875,-2792.843017578125,-2782.375732421875
85098702,-1927.10205078125,-1893.1162109375,-1927.9078369140625,-1918.665771484375
85098704,491.5274353027344,604.5877685546875,639.5538940429688,644.845703125
85098706,1716.2337646484375,1836.588134765625,1904.389404296875,1905.1370849609375
85098708,1309.03955078125,1391.05078125,1438.0626220703125,1436.916259765625
85098710,1378.4815673828125,1466.09619140625,1515.84130859375,1515.0687255859375
85098712,977.2271728515625,1064.796142578125,1113.6812744140625,1116.132080078125
85098714,-279.35491943359375,-230.826904296875,-216.73329162597656,-215.72808837890625
85098716,-2479.8720703125,-2521.46337890625,-2586.037109375,-2582.128662109375
85098718,-2456.503173828125,-2496.7568359375,-2562.431640625,-2557.347412109375
85098720,-867.5479125976562,-862.4762573242188,-880.2708129882812,-874.8875732421875
85098722,1457.4024658203125,1537.187255859375,1589.146240234375,1589.104736328125
85098724,1557.519775390625,1613.125732421875,1653.3255615234375,1641.1551513671875
85098726,1427.8486328125,1467.6123046875,1509.45703125,1498.9521484375
85098728,1249.6951904296875,1300.017578125,1341.6920166015625,1332.3004150390625
85098730,666.1502075195312,716.5764770507812,749.1334228515625,744.0534057617188
