samplestamps,C1
84546644,1329.8621826171875
84546646,1447.7574462890625
84546648,998.6022338867188
84546650,-250.0586700439453
84546652,-2541.4052734375
84546654,-2586.63525390625
84546656,-982.514892578125
84546658,1529.0792236328125
84546660,1581.474365234375
84546662,1402.012451171875
84546664,1281.5169677734375
84546666,701.1702880859375
84546668,-1412.2388916015625
84546670,-2789.881591796875
84546672,-2072.453369140625
84546674,279.2510681152344
84546676,1803.9107666015625
84546678,1368.7618408203125
84546680,1424.0894775390625
84546682,1083.8035888671875
84546684,-91.20343780517578
84546686,-2363.17724609375
84546688,-2597.937744140625
84546690,-1199.38525390625
84546692,1418.9056396484375
84546694,1698.692626953125
84546696,1465.8719482421875
84546698,1365.4554443359375
84546700,736.3316040039062
84546702,-1240.3118896484375
84546704,-2776.157470703125
84546706,-2140.7158203125
84546708,108.9107894897461
84546710,1787.43701171875
84546712,1412.8536376953125
84546714,1436.2724609375
84546716,1054.839599609375
84546718,73.75362396240234
84546720,-2250.4365234375
84546722,-2662.756591796875
84546724,-1297.521240234375
84546726,1305.429931640625
84546728,1712.0218505859375
84546730,1370.5604248046875
84546732,1322.2318115234375
84546734,813.1423950195312
84546736,-1015.8568725585938
84546738,-2757.65673828125
84546740,-2242.531982421875
84546742,-69.61650848388672
84546744,1775.9769287109375
84546746,1404.9449462890625
84546748,1455.8863525390625
84546750,1106.478759765625
84546752,161.86253356933594
84546754,-2168.39208984375
84546756,-2674.91455078125
84546758,-1463.280029296875
84546760,1127.41357421875
84546762,1710.1402587890625
84546764,1394.45263671875
84546766,1387.9478759765625
84546768,871.7888793945312
84546770,-876.1793823242188
84546772,-2744.57666015625
84546774,-2293.112060546875
84546776,-239.97341918945312
84546778,1781.5927734375
84546780,1440.7501220703125
84546782,1432.5423583984375
84546784,1130.6534423828125
84546786,303.8453063964844
84546788,-1999.6219482421875
84546790,-2678.0380859375
84546792,-1602.6168212890625
84546794,1034.6607666015625
84546796,1760.4169921875
84546798,1388.2054443359375
84546800,1395.594970703125
84546802,901.749755859375
84546804,-707.4590454101562
84546806,-2689.743408203125
84546808,-2337.253662109375
84546810,-384.6602783203125
84546812,1743.1583251953125
84546814,1473.614501953125
84546816,1475.8740234375
84546818,1210.675048828125
84546820,418.47161865234375
84546822,-1891.92822265625
84546824,-2748.315185546875
84546826,-1754.4730224609375
84546828,824.000244140625
84546830,1773.713134765625
84546832,1370.6060791015625
84546834,1414.3282470703125
84546836,963.3287963867188
84546838,-522.5391845703125
84546840,-2643.155029296875
84546842,-2393.5908203125
84546844,-614.9845581054688
84546846,1629.3834228515625
84546848,1541.2786865234375
84546850,1433.7344970703125
84546852,1217.98974609375
84546854,536.2464599609375
84546856,-1667.9134521484375
84546858,-2728.589111328125
84546860,-1835.74072265625
84546862,684.8461303710938
84546864,1827.827880859375
84546866,1348.799072265625
84546868,1390.9801025390625
84546870,971.2748413085938
84546872,-368.48150634765625
84546874,-2578.178466796875
84546876,-2471.3486328125
84546878,-788.3404541015625
84546880,1581.7900390625
84546882,1559.28515625
84546884,1410.6688232421875
84546886,1254.9039306640625
84546888,605.5888061523438
84546890,-1537.5860595703125
84546892,-2731.5380859375
84546894,-1973.55322265625
84546896,441.6162109375
84546898,1834.9307861328125
84546900,1335.2994384765625
84546902,1454.3411865234375
84546904,1042.8685302734375
84546906,-180.2053985595703
84546908,-2417.412353515625
84546910,-2521.3759765625
84546912,-987.9105834960938
84546914,1456.077392578125
84546916,1645.578857421875
84546918,1411.142333984375
84546920,1291.8929443359375
84546922,666.8604736328125
84546924,-1355.781494140625
84546926,-2715.0146484375
84546928,-2014.658447265625
84546930,336.2693176269531
84546932,1787.179443359375
84546934,1394.768310546875
84546936,1449.39404296875
84546938,1071.3175048828125
84546940,-102.8421859741211
84546942,-2416.45703125
84546944,-2573.19384765625
84546946,-1177.4617919921875
84546948,1363.9227294921875
84546950,1656.26220703125
84546952,1418.8682861328125
84546954,1309.36767578125
84546956,750.1552124023438
84546958,-1192.494140625
84546960,-2731.322265625
84546962,-2121.197509765625
84546964,127.04596710205078
84546966,1797.5472412109375
84546968,1410.0250244140625
84546970,1469.0411376953125
84546972,1177.17529296875
84546974,201.19834899902344
84546976,-2000.8306884765625
84546978,-2477.122314453125
84546980,-1126.7322998046875
84546982,1393.5263671875
84546984,1798.7767333984375
84546986,1507.4674072265625
84546988,1436.251708984375
84546990,867.3319702148438
84546992,-983.0382080078125
84546994,-2664.397216796875
84546996,-2135.4033203125
84546998,-1.283502459526062
84547000,1830.868408203125
84547002,1483.2718505859375
84547004,1469.97998046875
84547006,1183.4141845703125
84547008,180.6166229248047
84547010,-2128.8818359375
84547012,-2623.9150390625
84547014,-1444.7418212890625
84547016,1169.270751953125
84547018,1766.2696533203125
84547020,1393.775634765625
84547022,1359.9808349609375
84547024,871.5064697265625
84547026,-862.9290161132812
84547028,-2683.64990234375
84547030,-2280.123291015625
84547032,-250.53219604492188
84547034,1791.324951171875
84547036,1468.887451171875
84547038,1475.6746826171875
84547040,1182.982177734375
84547042,339.7543029785156
84547044,-2025.3917236328125
84547046,-2672.6298828125
84547048,-1598.4298095703125
84547050,916.1673583984375
84547052,1755.1126708984375
84547054,1340.27978515625
84547056,1368.4254150390625
84547058,844.4241333007812
84547060,-717.133056640625
84547062,-2714.640869140625
84547064,-2394.55029296875
84547066,-468.9145202636719
84547068,1736.06787109375
84547070,1515.247314453125
84547072,1441.796875
84547074,1218.1434326171875
84547076,403.1817626953125
84547078,-1877.572998046875
84547080,-2732.285888671875
84547082,-1762.2861328125
84547084,855.0991821289062
84547086,1749.447021484375
84547088,1389.25634765625
84547090,1391.711181640625
84547092,963.420166015625
84547094,-568.844970703125
84547096,-2672.546875
84547098,-2451.290283203125
84547100,-624.0064697265625
84547102,1618.1558837890625
84547104,1503.8826904296875
84547106,1393.4017333984375
84547108,1208.2783203125
84547110,510.04888916015625
84547112,-1760.151123046875
84547114,-2745.112548828125
84547116,-1839.9775390625
84547118,658.8770141601562
84547120,1810.880615234375
84547122,1405.2606201171875
84547124,1382.6727294921875
84547126,969.1481323242188
84547128,-438.7418212890625
84547130,-2593.152587890625
84547132,-2541.9287109375
84547134,-791.4515991210938
84547136,1533.793701171875
84547138,1536.539306640625
84547140,1384.8658447265625
84547142,1240.6234130859375
84547144,582.9551391601562
84547146,-1552.4564208984375
84547148,-2762.823974609375
84547150,-1984.9261474609375
84547152,465.4710693359375
84547154,1817.9544677734375
84547156,1342.09912109375
84547158,1423.3834228515625
84547160,1016.87451171875
84547162,-227.16746520996094
84547164,-2534.547607421875
84547166,-2572.018310546875
84547168,-1004.9616088867188
84547170,1486.466064453125
84547172,1578.1015625
84547174,1406.552490234375
84547176,1227.065673828125
84547178,679.0101318359375
84547180,-1436.38037109375
84547182,-2810.247314453125
84547184,-2106.568115234375
84547186,316.85479736328125
84547188,1818.731201171875
84547190,1410.85986328125
84547192,1403.7196044921875
84547194,1072.6673583984375
84547196,-88.15044403076172
84547198,-2461.91552734375
84547200,-2630.432373046875
84547202,-1179.318603515625
84547204,1398.38623046875
84547206,1664.1376953125
84547208,1400.8743896484375
84547210,1299.30322265625
84547212,725.4571533203125
84547214,-1230.131103515625
84547216,-2788.427734375
84547218,-2164.76171875
84547220,157.3931121826172
84547222,1845.2445068359375
84547224,1447.4334716796875
84547226,1452.6090087890625
84547228,1097.2283935546875
84547230,79.4483871459961
84547232,-2314.79443359375
84547234,-2621.79248046875
84547236,-1299.1951904296875
84547238,1271.024658203125
84547240,1677.8408203125
84547242,1409.4019775390625
84547244,1316.603515625
84547246,761.2249145507812
84547248,-1097.97607421875
84547250,-2808.731201171875
84547252,-2294.071533203125
84547254,-37.005577087402344
84547256,1792.2470703125
84547258,1452.447021484375
84547260,1458.5738525390625
84547262,1172.722412109375
84547264,174.29879760742188
84547266,-2177.526123046875
84547268,-2668.106689453125
84547270,-1510.707275390625
84547272,1127.8953857421875
84547274,1734.7635498046875
84547276,1415.1756591796875
84547278,1381.1192626953125
84547280,860.45751953125
84547282,-869.7868041992188
84547284,-2761.050537109375
84547286,-2326.2919921875
84547288,-232.06471252441406
84547290,1757.102294921875
84547292,1462.98095703125
84547294,1464.567626953125
84547296,1168.4150390625
84547298,330.9400939941406
84547300,-2047.718017578125
84547302,-2764.518798828125
84547304,-1623.1861572265625
84547306,967.6943359375
84547308,1774.959228515625
84547310,1386.9012451171875
84547312,1403.8525390625
84547314,908.5743408203125
84547316,-736.0782470703125
84547318,-2711.550537109375
84547320,-2396.880615234375
84547322,-444.96826171875
84547324,1709.380126953125
84547326,1462.9517822265625
84547328,1457.8427734375
84547330,1146.217529296875
84547332,370.1139221191406
84547334,-2134.015869140625
84547336,-3008.633544921875
84547338,-1931.9287109375
84547340,712.1901245117188
84547342,1660.8729248046875
84547344,1239.0408935546875
84547346,1348.7532958984375
84547348,849.799072265625
84547350,-611.7695922851562
84547352,-2735.704345703125
84547354,-2531.245361328125
84547356,-651.9361572265625
84547358,1615.0738525390625
84547360,1504.7799072265625
84547362,1413.51416015625
84547364,1211.6220703125
84547366,466.0899963378906
84547368,-1793.7049560546875
84547370,-2791.6259765625
84547372,-1916.87548828125
84547374,641.6265869140625
84547376,1775.860595703125
84547378,1305.6251220703125
84547380,1371.60302734375
84547382,935.46142578125
84547384,-432.72723388671875
84547386,-2611.009521484375
84547388,-2565.658935546875
84547390,-861.1221313476562
84547392,1503.093505859375
84547394,1531.1810302734375
84547396,1391.640625
84547398,1203.111083984375
84547400,514.173583984375
84547402,-1618.193359375
84547404,-2844.635986328125
84547406,-2049.234130859375
84547408,472.22503662109375
84547410,1795.308349609375
84547412,1319.2908935546875
84547414,1441.497802734375
84547416,978.3818969726562
84547418,-299.55865478515625
84547420,-2544.063720703125
84547422,-2606.805908203125
84547424,-1007.6906127929688
84547426,1506.8817138671875
84547428,1600.05810546875
84547430,1408.7747802734375
84547432,1245.59130859375
84547434,691.4755249023438
84547436,-1412.920166015625
84547438,-2785.640625
84547440,-2066.675537109375
84547442,324.38134765625
84547444,1809.231689453125
84547446,1364.5084228515625
84547448,1407.3333740234375
84547450,1050.627685546875
84547452,-139.8020782470703
84547454,-2452.419921875
84547456,-2595.40380859375
84547458,-1175.1357421875
84547460,1361.837646484375
84547462,1618.0479736328125
84547464,1358.813720703125
84547466,1336.2049560546875
84547468,713.43212890625
84547470,-1246.9910888671875
84547472,-2818.969970703125
84547474,-2157.380615234375
84547476,119.77278900146484
84547478,1775.7442626953125
84547480,1407.5867919921875
84547482,1409.7840576171875
84547484,1081.6602783203125
84547486,19.746829986572266
84547488,-2351.26416015625
84547490,-2657.340087890625
84547492,-1339.8560791015625
84547494,1210.1392822265625
84547496,1634.05224609375
84547498,1356.2301025390625
84547500,1297.2969970703125
84547502,771.17724609375
84547504,-1107.346923828125
84547506,-2799.3603515625
84547508,-2295.375732421875
84547510,-143.95579528808594
84547512,1707.0706787109375
84547514,1373.6258544921875
84547516,1361.6964111328125
84547518,1004.0643920898438
84547520,28.3990478515625
84547522,-2282.71533203125
84547524,-2787.4931640625
84547526,-1608.7186279296875
84547528,927.7147216796875
84547530,1566.4295654296875
84547532,1242.3265380859375
84547534,1152.323486328125
84547536,666.349609375
84547538,-1088.3643798828125
84547540,-2939.85595703125
84547542,-2523.00439453125
84547544,-476.77752685546875
84547546,1550.0762939453125
84547548,1219.132080078125
84547550,1223.46435546875
84547552,913.911865234375
84547554,-8.726985931396484
84547556,-2326.935791015625
84547558,-3045.140625
84547560,-1950.3670654296875
84547562,580.138916015625
84547564,1305.724853515625
84547566,940.5621948242188
84547568,943.34521484375
84547570,420.7893981933594
84547572,-1229.9110107421875
84547574,-3181.719482421875
84547576,-2868.158447265625
84547578,-934.0989990234375
84547580,1201.7652587890625
84547582,1002.3364868164062
84547584,971.7442626953125
84547586,725.4696044921875
84547588,-82.45568084716797
84547590,-2350.72021484375
84547592,-3174.529296875
84547594,-2148.308837890625
84547596,418.1850280761719
84547598,1333.720947265625
84547600,969.1398315429688
84547602,999.3665161132812
84547604,577.3060913085938
84547606,-903.5192260742188
84547608,-2993.9833984375
84547610,-2816.477783203125
84547612,-963.3121948242188
84547614,1339.46142578125
84547616,1215.0821533203125
84547618,1139.7501220703125
84547620,945.6962280273438
84547622,238.4905242919922
84547624,-2003.04052734375
84547626,-3022.23291015625
84547628,-2097.53369140625
84547630,429.0054931640625
84547632,1563.0775146484375
84547634,1101.5025634765625
84547636,1184.6851806640625
84547638,704.314697265625
84547640,-613.6636962890625
84547642,-2799.767333984375
84547644,-2711.787109375
84547646,-1025.62646484375
84547648,1381.6923828125
84547650,1354.9091796875
84547652,1255.223876953125
84547654,1046.8519287109375
84547656,444.57366943359375
84547658,-1766.203125
84547660,-2981.227294921875
84547662,-2166.22802734375
84547664,309.7643737792969
84547666,1648.8394775390625
84547668,1212.747802734375
84547670,1267.9508056640625
84547672,842.7750854492188
84547674,-414.03546142578125
84547676,-2726.142578125
84547678,-2750.794921875
84547680,-1142.29638671875
84547682,1342.9754638671875
84547684,1431.744873046875
84547686,1282.343505859375
84547688,1110.370849609375
84547690,497.3301696777344
84547692,-1504.4766845703125
84547694,-2612.326171875
84547696,-2051.726318359375
84547698,378.5459899902344
84547700,1858.154296875
84547702,1437.809326171875
84547704,1477.1907958984375
84547706,1072.775390625
84547708,-130.59326171875
84547710,-2431.33154296875
84547712,-2681.801513671875
84547714,-1227.8714599609375
84547716,1325.990966796875
84547718,1588.751708984375
84547720,1359.45751953125
84547722,1246.766845703125
84547724,715.0603637695312
84547726,-1276.7484130859375
84547728,-2816.714599609375
84547730,-2157.775146484375
84547732,77.753662109375
84547734,1782.9967041015625
84547736,1432.5257568359375
84547738,1508.0738525390625
84547740,1211.322998046875
84547742,152.13449096679688
84547744,-2174.361083984375
84547746,-2514.27734375
84547748,-1157.9517822265625
84547750,1447.4251708984375
84547752,1910.8734130859375
84547754,1633.096923828125
84547756,1590.317626953125
84547758,1123.3179931640625
84547760,-719.9700927734375
84547762,-2380.228271484375
84547764,-1835.5621337890625
84547766,432.19970703125
84547768,2318.183837890625
84547770,1975.3974609375
84547772,1963.035888671875
84547774,1624.4613037109375
84547776,644.21435546875
84547778,-1797.81298828125
84547780,-2337.203857421875
84547782,-1118.36669921875
84547784,1457.0826416015625
84547786,2023.8880615234375
84547788,1623.06982421875
84547790,1557.3370361328125
84547792,1048.6962890625
84547794,-715.567138671875
84547796,-2641.693115234375
84547798,-2238.012939453125
84547800,-163.72755432128906
84547802,1854.6983642578125
84547804,1566.633056640625
84547806,1514.8900146484375
84547808,1218.49658203125
84547810,351.4304504394531
84547812,-2006.4964599609375
84547814,-2617.98779296875
84547816,-1571.484619140625
84547818,1065.5562744140625
84547820,1838.0377197265625
84547822,1470.050537109375
84547824,1437.6888427734375
84547826,984.0849609375
84547828,-659.8780517578125
84547830,-2668.19384765625
84547832,-2332.078125
84547834,-329.6482849121094
84547836,1840.1851806640625
84547838,1580.656005859375
84547840,1562.1802978515625
84547842,1308.9688720703125
84547844,504.18798828125
84547846,-1812.1475830078125
84547848,-2632.417724609375
84547850,-1676.1585693359375
84547852,939.42822265625
84547854,1910.5992431640625
84547856,1534.8902587890625
84547858,1530.0511474609375
84547860,1103.969970703125
84547862,-446.0482482910156
84547864,-2554.485595703125
84547866,-2334.998291015625
84547868,-540.636962890625
84547870,1749.712890625
84547872,1642.7750244140625
84547874,1536.597412109375
84547876,1353.5799560546875
84547878,584.8284912109375
84547880,-1662.0692138671875
84547882,-2698.77783203125
84547884,-1799.931396484375
84547886,766.0474243164062
84547888,1927.8953857421875
84547890,1485.1077880859375
84547892,1512.1610107421875
84547894,1046.1251220703125
84547896,-297.7725524902344
84547898,-2606.340576171875
84547900,-2532.01806640625
84547902,-784.0538330078125
84547904,1604.35302734375
84547906,1651.4854736328125
84547908,1433.34814453125
84547910,1260.2581787109375
84547912,587.7776489257812
84547914,-1634.8165283203125
84547916,-2904.923095703125
84547918,-2066.796142578125
84547920,443.49786376953125
84547922,1790.6768798828125
84547924,1350.5601806640625
84547926,1374.8636474609375
84547928,963.12939453125
84547930,-314.73223876953125
84547932,-2630.00439453125
84547934,-2673.024658203125
84547936,-1083.724609375
84547938,1442.735595703125
84547940,1582.9197998046875
84547942,1322.360595703125
84547944,1204.6563720703125
84547946,603.167236328125
84547948,-1528.5059814453125
84547950,-2919.008544921875
84547952,-2217.156982421875
84547954,200.159912109375
84547956,1724.869384765625
84547958,1321.442626953125
84547960,1357.1522216796875
84547962,1013.3521728515625
84547964,-211.10914611816406
84547966,-2594.232421875
84547968,-2785.25830078125
84547970,-1311.764404296875
84547972,1282.28955078125
84547974,1613.5701904296875
84547976,1376.3258056640625
84547978,1236.8975830078125
84547980,660.8085327148438
84547982,-1345.1021728515625
84547984,-2960.304931640625
84547986,-2310.67822265625
84547988,43.86338424682617
84547990,1753.8043212890625
84547992,1344.267333984375
84547994,1334.497802734375
84547996,952.3712768554688
84547998,-102.87126159667969
84548000,-2480.97265625
84548002,-2857.304931640625
84548004,-1499.23876953125
84548006,1159.580078125
84548008,1583.2022705078125
84548010,1288.5450439453125
84548012,1189.760986328125
84548014,676.4888305664062
84548016,-1226.9451904296875
84548018,-2979.179443359375
84548020,-2480.283203125
84548022,-205.18177795410156
84548024,1675.2738037109375
84548026,1266.6632080078125
84548028,1339.054443359375
84548030,985.2978515625
84548032,7.966853141784668
84548034,-2416.199462890625
84548036,-2938.31494140625
84548038,-1731.19140625
84548040,942.2818603515625
84548042,1580.7391357421875
84548044,1270.11083984375
84548046,1273.475341796875
84548048,763.5302734375
84548050,-1068.447265625
84548052,-3084.1689453125
84548054,-2803.543212890625
84548056,-556.2258911132812
84548058,1484.318603515625
84548060,1210.94921875
84548062,1235.21533203125
84548064,936.072021484375
84548066,79.62699127197266
84548068,-2320.27734375
84548070,-3061.174072265625
84548072,-1904.4891357421875
84548074,757.16259765625
84548076,1612.722900390625
84548078,1231.4561767578125
84548080,1251.6142578125
84548082,751.5384521484375
84548084,-910.7716674804688
84548086,-2972.458740234375
84548088,-2661.11181640625
84548090,-619.9649047851562
84548092,1567.1024169921875
84548094,1353.2435302734375
84548096,1340.5621337890625
84548098,1116.239990234375
84548100,257.8427429199219
84548102,-2077.321533203125
84548104,-2982.751708984375
84548106,-1939.31396484375
84548108,678.4244995117188
84548110,1672.6611328125
84548112,1249.3961181640625
84548114,1300.258544921875
84548116,810.9866333007812
84548118,-717.0084838867188
84548120,-2995.258544921875
84548122,-2752.880126953125
84548124,-876.2084350585938
84548126,1484.248046875
84548128,1361.7337646484375
84548130,1251.988037109375
84548132,1015.1257934570312
84548134,289.21173095703125
84548136,-2071.1533203125
84548138,-3143.808349609375
84548140,-2217.1279296875
84548142,342.83221435546875
84548144,1610.4715576171875
84548146,1159.65478515625
84548148,1184.7059326171875
84548150,769.7816162109375
84548152,-682.7734375
84548154,-2904.08837890625
84548156,-2839.64306640625
84548158,-1130.75732421875
84548160,1354.1365966796875
84548162,1381.1192626953125
84548164,1160.5146484375
84548166,982.1326904296875
84548168,331.3305358886719
84548170,-1886.9271240234375
84548172,-3183.023681640625
84548174,-2306.823486328125
