samplestamps,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
84796410,107.46528625488281,124.69496154785156,134.43130493164062,132.55381774902344,126.1653823852539,119.9970932006836,129.09791564941406,118.29405975341797,139.112548828125,133.949462890625,137.80828857421875,146.0908203125,146.37327575683594,132.96087646484375,134.87574768066406,109.55461120605469,145.50099182128906,154.1988983154297,141.72525024414062,147.28709411621094,156.70774841308594,157.9912567138672,150.87176513671875,151.6152801513672,146.41065979003906,140.50820922851562,147.9766082763672,145.70867919921875,143.61520385742188,141.80416870117188,136.10110473632812,143.22474670410156
84796412,-2298.021728515625,-2387.202392578125,-2452.424072265625,-2448.9267578125,-2461.624755859375,-2421.977294921875,-2456.594482421875,-2348.676513671875,-2447.49365234375,-2446.90380859375,-2454.384765625,-2439.481201171875,-2441.030517578125,-2429.109375,-2412.323974609375,-2361.166748046875,-2456.220703125,-2462.80859375,-2491.834716796875,-2476.852294921875,-2496.25439453125,-2492.3125,-2496.038330078125,-2502.2939453125,-2481.803466796875,-2502.692626953125,-2484.744384765625,-2487.38623046875,-2484.78173828125,-2479.942626953125,-2460.4658203125,-2419.767578125
84796414,-2395.0322265625,-2638.95166015625,-2724.755126953125,-2716.937744140625,-2732.2236328125,-2675.558349609375,-2726.69921875,-2548.31298828125,-2712.58056640625,-2709.751953125,-2717.62744140625,-2671.844970703125,-2699.716552734375,-2685.103759765625,-2669.1533203125,-2598.751708984375,-2741.85595703125,-2743.841552734375,-2773.25,-2752.34423828125,-2785.619873046875,-2786.629150390625,-2781.598876953125,-2792.9052734375,-2759.775146484375,-2779.91259765625,-2758.151123046875,-2754.5830078125,-2761.25390625,-2745.826904296875,-2636.75830078125,-2644.517578125
84796416,-971.4742431640625,-1228.7769775390625,-1284.6197509765625,-1274.360107421875,-1289.7496337890625,-1246.2725830078125,-1277.6746826171875,-1136.1904296875,-1263.6226806640625,-1262.0899658203125,-1265.7784423828125,-1205.6407470703125,-1250.5675048828125,-1242.0689697265625,-1241.32958984375,-1202.5338134765625,-1293.0975341796875,-1283.4649658203125,-1302.2979736328125,-1289.309326171875,-1309.027099609375,-1304.6490478515625,-1298.061279296875,-1307.4527587890625,-1291.41943359375,-1300.603271484375,-1285.695556640625,-1279.4608154296875,-1297.0933837890625,-1271.5645751953125,-1138.047119140625,-1187.1358642578125
84796418,1522.6534423828125,1438.382568359375,1465.3692626953125,1474.9686279296875,1460.8375244140625,1453.5394287109375,1471.2177734375,1474.6654052734375,1483.7869873046875,1488.1192626953125,1491.064208984375,1527.745849609375,1490.2003173828125,1483.138916015625,1471.0931396484375,1430.5859375,1477.32373046875,1498.4246826171875,1495.77880859375,1501.28662109375,1509.0084228515625,1513.3116455078125,1515.87451171875,1513.5484619140625,1506.1298828125,1510.757080078125,1511.3095703125,1514.395751953125,1494.05078125,1512.59716796875,1577.6737060546875,1512.0863037109375
84796420,1866.756591796875,1753.6962890625,1778.7972412109375,1779.4368896484375,1769.17724609375,1762.4107666015625,1777.9124755859375,1787.3623046875,1794.15771484375,1798.5689697265625,1806.922119140625,1837.173828125,1798.980224609375,1792.014404296875,1778.7806396484375,1730.9794921875,1801.02392578125,1809.638671875,1808.8204345703125,1807.5701904296875,1824.75830078125,1829.33154296875,1827.6658935546875,1833.1986083984375,1819.03857421875,1827.204833984375,1818.639892578125,1825.7177734375,1804.2720947265625,1822.71875,1891.7039794921875,1814.3448486328125
84796422,1596.8970947265625,1506.0799560546875,1520.8839111328125,1522.196533203125,1513.510986328125,1504.95849609375,1519.895263671875,1527.15185546875,1534.9193115234375,1536.0782470703125,1537.78125,1564.9881591796875,1537.448974609375,1534.2174072265625,1521.5235595703125,1474.7027587890625,1536.1322021484375,1548.2279052734375,1546.603759765625,1540.6099853515625,1550.1053466796875,1558.990234375,1558.479248046875,1559.27685546875,1554.5914306640625,1559.600830078125,1552.67236328125,1559.002685546875,1538.31298828125,1558.8489990234375,1608.593994140625,1543.1063232421875
84796424,1515.94091796875,1443.030517578125,1459.8656005859375,1462.133544921875,1453.684814453125,1439.5247802734375,1459.6204833984375,1456.995361328125,1478.6405029296875,1480.4930419921875,1483.6207275390625,1503.6458740234375,1476.3018798828125,1469.4150390625,1451.4002685546875,1417.3646240234375,1477.1949462890625,1490.5782470703125,1486.8358154296875,1478.4951171875,1490.8939208984375,1504.1734619140625,1498.20458984375,1508.559814453125,1495.7454833984375,1501.59814453125,1496.9417724609375,1501.7601318359375,1483.4130859375,1503.699951171875,1543.4302978515625,1486.0174560546875
84796426,960.363037109375,908.5161743164062,927.1124267578125,938.3316650390625,921.5921020507812,905.5504150390625,931.0543212890625,917.7748413085938,941.1478881835938,946.0617065429688,951.0545043945312,965.8916625976562,946.5103149414062,934.6680297851562,926.2982788085938,898.0695190429688,946.3483276367188,959.19580078125,959.5904541015625,947.8436889648438,959.0379638671875,972.82421875,967.5697631835938,977.9000854492188,960.9237670898438,973.2312622070312,962.813720703125,965.3807373046875,950.2445678710938,965.551025390625,1002.2409057617188,958.1947631835938
84796428,-951.7980346679688,-1056.3515625,-1088.891845703125,-1080.401611328125,-1097.7559814453125,-1079.09326171875,-1087.4381103515625,-1026.1414794921875,-1080.4473876953125,-1073.3984375,-1076.97900390625,-1061.2197265625,-1072.7919921875,-1068.26025390625,-1065.6226806640625,-1037.83837890625,-1077.1285400390625,-1084.974853515625,-1093.09130859375,-1099.193115234375,-1105.9761962890625,-1088.4307861328125,-1093.955322265625,-1094.628173828125,-1091.4422607421875,-1091.04345703125,-1093.9677734375,-1092.3062744140625,-1091.7952880859375,-1079.3175048828125,-1032.2308349609375,-1043.22998046875
84796430,-2638.9765625,-2789.540771484375,-2875.5146484375,-2866.164794921875,-2879.5107421875,-2834.762451171875,-2870.081787109375,-2736.3564453125,-2869.47119140625,-2862.09814453125,-2879.739013671875,-2860.31201171875,-2858.526123046875,-2838.268310546875,-2819.746826171875,-2739.52587890625,-2882.35595703125,-2901.20556640625,-2912.9814453125,-2912.657470703125,-2944.7783203125,-2929.09375,-2931.357421875,-2934.115478515625,-2909.25146484375,-2921.2099609375,-2913.625244140625,-2915.984619140625,-2908.869140625,-2892.038330078125,-2833.213134765625,-2813.53271484375
84796432,-2104.067626953125,-2228.79150390625,-2299.69580078125,-2288.0859375,-2298.947998046875,-2263.550048828125,-2285.45263671875,-2179.40380859375,-2286.532470703125,-2281.2158203125,-2302.38720703125,-2278.615478515625,-2289.751708984375,-2266.141845703125,-2246.906005859375,-2176.3466796875,-2312.310546875,-2319.02294921875,-2326.113525390625,-2324.551513671875,-2352.169677734375,-2341.889404296875,-2340.144775390625,-2340.09912109375,-2324.663818359375,-2334.989990234375,-2327.048095703125,-2334.0927734375,-2319.521484375,-2308.468505859375,-2257.01611328125,-2241.23193359375
84796434,131.03770446777344,90.52222442626953,84.93961334228516,101.23053741455078,83.90118408203125,88.47028350830078,104.80690002441406,112.13823699951172,102.77157592773438,105.19734954833984,96.38729095458984,116.73641204833984,100.91901397705078,107.90142822265625,110.11537170410156,114.9295425415039,88.9645767211914,98.36862182617188,101.79959869384766,96.82343292236328,95.93453216552734,95.97607421875,101.03531646728516,104.14230346679688,103.96369171142578,109.68338012695312,110.559814453125,98.5887680053711,106.39362335205078,115.02507781982422,143.31613159179688,124.26296997070312
84796436,1974.791015625,1992.3280029296875,2035.3232421875,2040.5694580078125,2030.0230712890625,2006.4964599609375,2049.151123046875,1982.0142822265625,2043.9505615234375,2046.3721923828125,2044.7606201171875,2059.290283203125,2044.39501953125,2035.9462890625,2028.4364013671875,1977.4244384765625,2051.963134765625,2062.26025390625,2082.098388671875,2063.3193359375,2092.51171875,2086.925048828125,2091.05810546875,2097.471435546875,2077.450439453125,2091.6064453125,2090.65087890625,2078.065185546875,2077.462890625,2086.252197265625,2092.30419921875,2047.8385009765625
84796438,1495.6458740234375,1484.343505859375,1506.9149169921875,1506.44970703125,1501.1785888671875,1486.441162109375,1511.994873046875,1486.47021484375,1504.0322265625,1509.6107177734375,1504.946044921875,1520.6263427734375,1509.5732421875,1503.130859375,1498.250244140625,1469.477294921875,1516.427001953125,1516.2607421875,1528.5267333984375,1513.9471435546875,1546.19677734375,1535.90380859375,1538.2381591796875,1547.3140869140625,1528.62646484375,1539.7667236328125,1538.04296875,1529.6690673828125,1527.9368896484375,1535.8414306640625,1543.6339111328125,1509.7310791015625
84796440,1547.8956298828125,1549.544677734375,1577.0382080078125,1579.8502197265625,1573.4410400390625,1558.728515625,1581.4202880859375,1545.8062744140625,1580.1534423828125,1583.8253173828125,1580.4110107421875,1596.431884765625,1583.1856689453125,1577.3663330078125,1568.2655029296875,1533.51123046875,1592.0330810546875,1592.2325439453125,1605.18798828125,1587.4598388671875,1621.869384765625,1609.5286865234375,1612.0831298828125,1622.3968505859375,1600.8016357421875,1610.683349609375,1614.8204345703125,1608.884765625,1602.529541015625,1609.5618896484375,1614.583740234375,1579.376708984375
84796442,1193.69873046875,1212.714599609375,1230.4718017578125,1237.5745849609375,1234.2890625,1216.12060546875,1237.10107421875,1198.0518798828125,1237.4791259765625,1242.1436767578125,1246.6422119140625,1255.7803955078125,1243.52685546875,1236.2454833984375,1226.9451904296875,1197.9896240234375,1249.1053466796875,1252.1292724609375,1265.88232421875,1247.9090576171875,1282.1441650390625,1272.5615234375,1272.1917724609375,1282.02783203125,1259.48974609375,1267.502197265625,1273.853271484375,1268.8687744140625,1259.9964599609375,1268.067138671875,1277.0682373046875,1243.0035400390625
84796444,235.3212432861328,240.02325439453125,241.3192138671875,248.06903076171875,243.898681640625,235.3004608154297,242.85609436035156,228.1934356689453,245.24864196777344,247.6328887939453,246.7107696533203,255.61636352539062,248.42625427246094,247.50411987304688,242.60687255859375,231.3502655029297,257.9756774902344,255.01821899414062,262.5447692871094,247.848876953125,266.5448303222656,265.1782531738281,266.3122253417969,267.81170654296875,256.2435607910156,260.4097595214844,265.1865539550781,265.1741027832031,257.9964599609375,262.96844482421875,276.1274719238281,263.8033447265625
84796446,-2133.056396484375,-2220.35107421875,-2287.23046875,-2281.39013671875,-2291.537841796875,-2256.517578125,-2289.3779296875,-2195.349853515625,-2294.769287109375,-2287.654052734375,-2298.175537109375,-2287.23046875,-2286.677978515625,-2266.65283203125,-2256.384765625,-2191.088134765625,-2295.529541015625,-2318.134033203125,-2324.13623046875,-2325.3076171875,-2332.4560546875,-2334.5537109375,-2330.532958984375,-2340.319091796875,-2326.985595703125,-2335.24755859375,-2318.781982421875,-2325.427978515625,-2323.164306640625,-2312.07373046875,-2281.12841796875,-2253.726318359375
84796448,-2615.503662109375,-2708.71337890625,-2788.3154296875,-2781.73193359375,-2791.65087890625,-2750.60791015625,-2788.494140625,-2666.781494140625,-2796.045654296875,-2787.7255859375,-2803.194091796875,-2790.521240234375,-2792.6396484375,-2766.3837890625,-2754.059814453125,-2668.214599609375,-2805.90234375,-2826.5546875,-2838.588134765625,-2834.2099609375,-2851.921630859375,-2854.135498046875,-2846.235107421875,-2857.96533203125,-2841.055419921875,-2859.863525390625,-2835.11962890625,-2839.6015625,-2835.435546875,-2826.1103515625,-2793.939697265625,-2753.1083984375
84796450,-1348.915283203125,-1401.4849853515625,-1447.234130859375,-1438.415771484375,-1443.0263671875,-1426.84765625,-1441.49365234375,-1373.704833984375,-1456.67138671875,-1441.3607177734375,-1457.4024658203125,-1443.3961181640625,-1443.5040283203125,-1433.95458984375,-1425.5682373046875,-1381.646728515625,-1456.7586669921875,-1465.714111328125,-1472.0443115234375,-1471.0931396484375,-1476.8585205078125,-1481.4525146484375,-1476.966552734375,-1484.1939697265625,-1472.6923828125,-1490.09228515625,-1466.1917724609375,-1471.533447265625,-1466.690185546875,-1465.85107421875,-1437.2568359375,-1423.7821044921875
84796452,1307.3406982421875,1341.505126953125,1366.5853271484375,1371.893798828125,1376.9737548828125,1354.1656494140625,1377.4638671875,1331.4405517578125,1368.4171142578125,1382.7308349609375,1374.00390625,1388.0849609375,1378.016357421875,1367.7857666015625,1358.3402099609375,1325.0023193359375,1388.8243408203125,1391.324951171875,1399.3873291015625,1392.6873779296875,1413.4310302734375,1407.4248046875,1408.5504150390625,1409.036376953125,1401.5804443359375,1394.5980224609375,1409.4310302734375,1398.357177734375,1398.8721923828125,1398.5067138671875,1405.04052734375,1371.262451171875
84796454,1804.7041015625,1831.491455078125,1862.76904296875,1856.7960205078125,1867.919677734375,1840.9993896484375,1861.0743408203125,1818.4903564453125,1853.905029296875,1869.8387451171875,1866.71923828125,1873.103515625,1867.53759765625,1852.127197265625,1843.6328125,1805.1568603515625,1884.866943359375,1887.334228515625,1897.1536865234375,1884.9541015625,1917.357421875,1907.3011474609375,1909.54833984375,1922.7530517578125,1892.6343994140625,1895.89501953125,1900.04052734375,1892.4266357421875,1886.0299072265625,1886.096435546875,1895.309326171875,1859.63720703125
84796456,1459.969482421875,1473.2613525390625,1490.1171875,1482.9727783203125,1492.3145751953125,1473.5479736328125,1487.296875,1467.7659912109375,1478.6405029296875,1495.22216796875,1492.51806640625,1497.677001953125,1491.7039794921875,1483.089111328125,1475.6082763671875,1439.1759033203125,1510.3375244140625,1504.331298828125,1512.9835205078125,1503.69580078125,1528.4437255859375,1521.0625,1522.1134033203125,1533.7022705078125,1504.8421630859375,1507.076904296875,1512.505859375,1502.3416748046875,1499.1142578125,1502.6614990234375,1509.490234375,1477.2447509765625
84796458,1422.6357421875,1446.5113525390625,1471.9530029296875,1473.714111328125,1476.8128662109375,1454.511474609375,1470.7318115234375,1437.5185546875,1465.3692626953125,1476.983154296875,1482.760986328125,1484.7215576171875,1474.90625,1463.7327880859375,1456.2020263671875,1414.6646728515625,1488.0694580078125,1490.316650390625,1502.7113037109375,1493.3072509765625,1515.7166748046875,1510.2586669921875,1511.363525390625,1524.738525390625,1490.2044677734375,1492.2314453125,1501.05810546875,1492.46826171875,1487.5543212890625,1490.7860107421875,1495.0311279296875,1458.47412109375
84796460,904.8526000976562,935.7313842773438,962.6434326171875,960.059814453125,964.010009765625,944.8114624023438,954.9673461914062,929.8497314453125,957.06494140625,967.075439453125,977.2728271484375,979.8689575195312,968.8075561523438,955.7399291992188,949.6962280273438,915.8931884765625,980.4795532226562,984.3341674804688,992.865966796875,990.1162109375,1005.30224609375,996.521240234375,1002.1619873046875,1013.518310546875,978.1409912109375,981.1898193359375,988.4464111328125,986.20751953125,985.5014038085938,981.605224609375,986.465087890625,964.4669189453125
84796462,-872.0671997070312,-898.2647705078125,-924.4374389648438,-926.34814453125,-927.4488525390625,-917.0022583007812,-936.1758422851562,-892.030029296875,-932.441650390625,-925.5797119140625,-920.5079956054688,-918.3438720703125,-921.3221435546875,-921.3885498046875,-912.3500366210938,-894.0944213867188,-922.410400390625,-927.565185546875,-931.3450927734375,-927.1747436523438,-932.3295288085938,-937.916259765625,-932.6119384765625,-924.0760498046875,-944.7491455078125,-945.50927734375,-933.650390625,-936.105224609375,-933.8580932617188,-935.6234130859375,-917.280517578125,-908.12158203125
84796464,-2656.189453125,-2749.544677734375,-2831.065673828125,-2833.51220703125,-2834.596435546875,-2794.625,-2846.488525390625,-2713.7353515625,-2834.2890625,-2828.59423828125,-2834.0771484375,-2827.53515625,-2821.765625,-2806.184814453125,-2788.9677734375,-2710.345947265625,-2849.865478515625,-2868.44091796875,-2875.597900390625,-2867.601806640625,-2889.267822265625,-2897.151611328125,-2893.973876953125,-2887.286376953125,-2885.33837890625,-2898.2314453125,-2875.89697265625,-2882.376708984375,-2870.314208984375,-2868.822998046875,-2839.9794921875,-2800.448486328125
84796466,-2211.38330078125,-2282.55322265625,-2353.14599609375,-2347.380615234375,-2355.667236328125,-2319.2431640625,-2360.174072265625,-2241.277587890625,-2342.200927734375,-2344.20703125,-2346.009765625,-2337.515380859375,-2337.353515625,-2322.51220703125,-2306.66162109375,-2237.73876953125,-2375.88330078125,-2384.398681640625,-2389.021728515625,-2379.197998046875,-2402.50048828125,-2407.10693359375,-2397.77783203125,-2402.006103515625,-2392.431884765625,-2408.25341796875,-2381.69873046875,-2385.407958984375,-2377.3994140625,-2379.642578125,-2352.8427734375,-2317.116455078125
84796468,-98.06954956054688,-99.44859313964844,-109.09355163574219,-101.58776092529297,-108.8817138671875,-104.83182525634766,-111.25764465332031,-84.79007720947266,-92.43709564208984,-94.23566436767578,-86.1026611328125,-81.23033142089844,-87.82230377197266,-88.58658599853516,-84.06317901611328,-75.70587158203125,-121.01475524902344,-108.92739868164062,-102.95433807373047,-101.99067687988281,-103.76431274414062,-108.58679962158203,-102.21497344970703,-102.1775894165039,-104.70305633544922,-108.98555755615234,-96.9189682006836,-94.21904754638672,-98.2813949584961,-97.55448913574219,-87.99260711669922,-84.62393188476562
84796470,1842.0169677734375,1902.0550537109375,1941.9307861328125,1944.8634033203125,1940.792724609375,1914.2586669921875,1940.211181640625,1881.53564453125,1956.369140625,1950.192626953125,1966.1429443359375,1965.12109375,1958.462646484375,1942.4708251953125,1932.8798828125,1882.3497314453125,1950.890380859375,1970.641357421875,1987.8544921875,1972.3984375,2004.31982421875,1999.9833984375,2000.5025634765625,2004.328125,1978.525146484375,1989.71533203125,1990.69140625,1993.7236328125,1978.0723876953125,1976.5562744140625,1969.8521728515625,1946.55810546875
84796472,1531.687744140625,1555.5135498046875,1577.50341796875,1574.3880615234375,1571.5635986328125,1551.085693359375,1565.98095703125,1542.8446044921875,1586.5750732421875,1582.7744140625,1598.3758544921875,1594.7330322265625,1583.8876953125,1575.5386962890625,1573.7982177734375,1535.95361328125,1585.0091552734375,1595.0487060546875,1607.5181884765625,1595.455810546875,1621.9940185546875,1618.787353515625,1616.1455078125,1622.247314453125,1595.1484375,1610.2181396484375,1609.0384521484375,1607.9169921875,1595.1484375,1599.439208984375,1594.3841552734375,1572.992431640625
84796474,1492.9127197265625,1525.8309326171875,1553.90185546875,1549.4739990234375,1545.964111328125,1530.208984375,1539.629638671875,1515.05615234375,1561.4326171875,1555.5467529296875,1571.0609130859375,1564.3817138671875,1554.52490234375,1542.9609375,1538.703369140625,1499.857666015625,1557.436767578125,1571.9373779296875,1581.573974609375,1574.4005126953125,1597.02587890625,1591.21484375,1588.2698974609375,1595.43505859375,1567.6715087890625,1579.1524658203125,1578.16796875,1577.58642578125,1570.624755859375,1572.365234375,1563.580078125,1542.60791015625
84796476,1222.5380859375,1267.0245361328125,1293.81201171875,1291.19091796875,1290.9791259765625,1270.4970703125,1282.642578125,1248.90185546875,1302.921142578125,1297.1141357421875,1310.7176513671875,1306.1693115234375,1297.22216796875,1285.01025390625,1280.1004638671875,1238.7750244140625,1301.2928466796875,1314.2109375,1323.95556640625,1318.0447998046875,1336.994140625,1332.0594482421875,1330.1861572265625,1338.0242919921875,1314.23583984375,1324.20068359375,1318.7841796875,1323.639892578125,1313.263916015625,1317.1185302734375,1304.9107666015625,1288.4869384765625
84796478,308.5556335449219,342.4791564941406,355.9413757324219,356.6932067871094,351.8915100097656,337.7729797363281,345.7356872558594,330.155029296875,358.8988342285156,355.7170715332031,361.42431640625,361.8521423339844,356.1199951171875,346.2964172363281,342.5746765136719,328.6015319824219,357.5115051269531,369.3579406738281,375.46392822265625,371.98724365234375,381.4619140625,376.7183532714844,376.3694152832031,387.3061828613281,365.01727294921875,367.3143005371094,372.90521240234375,375.2811584472656,366.1097106933594,367.6092224121094,361.82720947265625,361.1501770019531
84796480,-2009.0218505859375,-2065.001708984375,-2127.394775390625,-2127.482177734375,-2129.25146484375,-2108.520263671875,-2137.97021484375,-2047.2320556640625,-2131.261962890625,-2131.066650390625,-2130.468505859375,-2129.01904296875,-2132.013916015625,-2114.676025390625,-2100.266845703125,-2050.293212890625,-2140.055419921875,-2150.128173828125,-2151.31201171875,-2150.53125,-2169.962158203125,-2165.247802734375,-2166.6767578125,-2172.188720703125,-2162.880126953125,-2172.20947265625,-2162.323486328125,-2159.706787109375,-2158.298583984375,-2158.078369140625,-2145.0107421875,-2109.5087890625
84796482,-2655.63720703125,-2728.942138671875,-2810.288818359375,-2805.653076171875,-2812.0458984375,-2776.91357421875,-2813.478759765625,-2693.548095703125,-2809.657470703125,-2811.331298828125,-2814.41748046875,-2811.18603515625,-2815.505859375,-2790.276123046875,-2771.376708984375,-2696.79638671875,-2841.940185546875,-2850.260009765625,-2850.9248046875,-2842.8291015625,-2876.86474609375,-2872.960205078125,-2869.857421875,-2876.116943359375,-2864.68603515625,-2876.420166015625,-2863.535400390625,-2856.307861328125,-2857.35888671875,-2855.028564453125,-2832.98876953125,-2783.70068359375
84796484,-1502.4454345703125,-1539.6920166015625,-1590.66650390625,-1579.75048828125,-1592.5357666015625,-1571.9124755859375,-1583.555419921875,-1514.1507568359375,-1585.0174560546875,-1585.8648681640625,-1587.040283203125,-1584.793212890625,-1589.5906982421875,-1572.7265625,-1564.6890869140625,-1517.706298828125,-1618.895263671875,-1614.845458984375,-1615.0821533203125,-1609.5245361328125,-1630.8995361328125,-1627.2152099609375,-1624.24951171875,-1634.401123046875,-1625.4498291015625,-1625.9317626953125,-1619.2608642578125,-1611.4559326171875,-1616.5775146484375,-1607.1361083984375,-1597.5576171875,-1570.329833984375
84796486,1101.56494140625,1147.6588134765625,1181.6239013671875,1191.7257080078125,1180.6435546875,1156.2030029296875,1189.2584228515625,1147.758544921875,1187.87109375,1186.8367919921875,1201.478759765625,1196.2740478515625,1185.9561767578125,1180.4151611328125,1169.68603515625,1134.9775390625,1173.0380859375,1193.1712646484375,1206.2264404296875,1201.6781005859375,1213.8194580078125,1210.903564453125,1214.654296875,1208.0706787109375,1196.2740478515625,1205.9522705078125,1209.3333740234375,1212.544189453125,1195.422607421875,1204.7186279296875,1195.1318359375,1176.94677734375
84796488,1767.328857421875,1810.535888671875,1858.6195068359375,1859.75341796875,1852.2891845703125,1825.1611328125,1860.39306640625,1805.7799072265625,1851.4293212890625,1853.4149169921875,1867.861572265625,1859.09716796875,1848.9495849609375,1844.77099609375,1829.7843017578125,1778.377685546875,1860.044189453125,1872.393310546875,1891.4256591796875,1877.3154296875,1900.8546142578125,1895.209716796875,1903.3011474609375,1900.0196533203125,1872.5511474609375,1886.171142578125,1886.8814697265625,1886.9561767578125,1867.5291748046875,1876.2396240234375,1865.1201171875,1836.1934814453125
84796490,1406.4610595703125,1425.7967529296875,1457.0743408203125,1458.0794677734375,1446.4407958984375,1428.787353515625,1459.3089599609375,1431.0013427734375,1451.22998046875,1458.0628662109375,1466.8148193359375,1460.908203125,1445.08251953125,1447.815673828125,1436.7791748046875,1396.4215087890625,1456.384765625,1461.29443359375,1478.893798828125,1468.9415283203125,1484.1566162109375,1476.360107421875,1487.60009765625,1483.71630859375,1462.993408203125,1474.02978515625,1474.245849609375,1470.8521728515625,1460.35986328125,1462.8563232421875,1455.8946533203125,1430.482177734375
84796492,1424.77490234375,1452.6962890625,1492.866943359375,1496.177490234375,1484.1690673828125,1460.3973388671875,1496.8795166015625,1454.3453369140625,1486.97705078125,1494.088134765625,1508.9833984375,1496.6468505859375,1481.843017578125,1482.216796875,1468.787841796875,1424.75830078125,1497.0,1500.12353515625,1524.0947265625,1508.7176513671875,1521.099853515625,1515.1060791015625,1522.00537109375,1525.880859375,1506.520263671875,1514.5867919921875,1513.5858154296875,1509.274169921875,1502.59912109375,1505.7020263671875,1492.9210205078125,1462.756591796875
84796494,957.7212524414062,994.1951293945312,1035.366943359375,1037.3980712890625,1024.803955078125,997.771484375,1033.92138671875,987.137939453125,1032.39697265625,1036.4136962890625,1056.9912109375,1040.80419921875,1027.9276123046875,1027.9940185546875,1017.9544677734375,979.4161987304688,1043.03466796875,1044.1312255859375,1059.8199462890625,1049.2652587890625,1058.6859130859375,1057.6641845703125,1063.280029296875,1059.117919921875,1050.569580078125,1058.84375,1055.101318359375,1050.046142578125,1050.4822998046875,1052.447021484375,1035.711669921875,1023.7738647460938
84796496,-751.8291625976562,-761.0213623046875,-766.5001831054688,-765.97265625,-780.884521484375,-777.4784545898438,-772.8844604492188,-756.0618286132812,-776.4483642578125,-768.5479736328125,-758.2342529296875,-769.2706909179688,-778.728759765625,-766.6580200195312,-766.62060546875,-752.1697998046875,-773.0588989257812,-778.172119140625,-775.8336181640625,-780.8139038085938,-779.970703125,-785.0175170898438,-777.549072265625,-780.560546875,-785.5159301757812,-779.3310546875,-785.1005859375,-785.424560546875,-785.096435546875,-776.5355834960938,-784.7142944335938,-761.723388671875
84796498,-2661.543701171875,-2741.523681640625,-2817.175537109375,-2814.542236328125,-2829.719970703125,-2789.64892578125,-2818.862060546875,-2711.380126953125,-2821.142333984375,-2817.0302734375,-2817.38330078125,-2819.36474609375,-2819.617919921875,-2798.882568359375,-2780.572998046875,-2704.966796875,-2840.112548828125,-2857.30078125,-2863.7265625,-2860.872802734375,-2889.09326171875,-2886.2314453125,-2882.65087890625,-2894.987548828125,-2876.025634765625,-2881.525146484375,-2879.99658203125,-2879.057861328125,-2870.47216796875,-2865.75341796875,-2851.6806640625,-2801.541015625
84796500,-2293.668701171875,-2364.780517578125,-2429.46240234375,-2419.2607421875,-2432.83935546875,-2399.676025390625,-2426.978515625,-2323.20166015625,-2422.043701171875,-2422.36376953125,-2421.125732421875,-2420.9306640625,-2423.7841796875,-2407.759033203125,-2388.099609375,-2319.691650390625,-2453.6162109375,-2464.577880859375,-2467.2197265625,-2464.698486328125,-2494.4267578125,-2488.121337890625,-2487.286376953125,-2496.760986328125,-2474.360107421875,-2479.99658203125,-2478.845947265625,-2477.10986328125,-2467.8095703125,-2462.81689453125,-2452.806396484375,-2410.57958984375
84796502,-320.37298583984375,-322.1549377441406,-332.8507995605469,-323.3055419921875,-334.19244384765625,-328.69708251953125,-319.9659423828125,-306.1838684082031,-319.57965087890625,-324.29412841796875,-317.1455383300781,-319.88702392578125,-326.44573974609375,-328.3232421875,-317.02923583984375,-301.0955505371094,-346.5290222167969,-337.36175537109375,-334.39599609375,-337.04193115234375,-340.5144348144531,-337.66497802734375,-338.0263366699219,-343.8415832519531,-339.2060241699219,-334.3876953125,-339.7003173828125,-334.63690185546875,-331.4925231933594,-329.8767395019531,-326.798828125,-324.1238098144531
84796504,1782.3653564453125,1843.350341796875,1892.9625244140625,1891.56689453125,1889.5938720703125,1860.870849609375,1906.51611328125,1831.20068359375,1905.3489990234375,1894.071533203125,1912.61376953125,1905.87646484375,1893.2657470703125,1878.9810791015625,1873.8677978515625,1828.442626953125,1896.9251708984375,1915.338623046875,1931.1685791015625,1920.3438720703125,1935.05224609375,1941.9931640625,1936.29833984375,1937.0169677734375,1927.1103515625,1936.9879150390625,1929.1663818359375,1926.9608154296875,1926.1217041015625,1924.044921875,1912.9752197265625,1883.2012939453125
84796506,1468.8958740234375,1489.3446044921875,1527.0521240234375,1515.0811767578125,1513.461181640625,1495.55029296875,1524.95458984375,1481.037109375,1517.74365234375,1515.1932373046875,1530.0303955078125,1525.7396240234375,1512.9337158203125,1503.118408203125,1501.020751953125,1468.8916015625,1520.0655517578125,1532.3856201171875,1542.5413818359375,1532.277587890625,1556.7305908203125,1555.2435302734375,1551.9163818359375,1555.110595703125,1535.26416015625,1548.701416015625,1539.1063232421875,1540.2694091796875,1532.4063720703125,1532.5059814453125,1525.8060302734375,1502.167236328125
