samplestamps,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
84794808,-2487.81396484375,-2570.066162109375,-2642.78125,-2638.457275390625,-2642.374267578125,-2604.259521484375,-2648.40966796875,-2536.3212890625,-2655.354736328125,-2648.7626953125,-2664.99951171875,-2648.326416015625,-2652.58837890625,-2631.645263671875,-2610.074951171875,-2539.091796875,-2665.140869140625,-2676.754638671875,-2691.375732421875,-2685.0205078125,-2719.641845703125,-2704.900390625,-2713.369873046875,-2711.799560546875,-2701.63134765625,-2705.710205078125,-2695.0517578125,-2695.3466796875,-2684.30615234375,-2689.219970703125,-2669.6103515625,-2628.837158203125
84794810,-2587.5283203125,-2667.2177734375,-2745.258056640625,-2732.60986328125,-2746.466796875,-2700.331298828125,-2745.718994140625,-2622.78515625,-2746.782470703125,-2742.59130859375,-2760.62255859375,-2733.802001953125,-2745.997314453125,-2723.90771484375,-2700.87109375,-2620.326171875,-2770.10546875,-2775.4140625,-2789.5283203125,-2774.574951171875,-2824.44873046875,-2804.257568359375,-2812.92626953125,-2805.39990234375,-2799.505615234375,-2803.5888671875,-2795.480712890625,-2793.23779296875,-2783.970703125,-2784.278076171875,-2766.47509765625,-2723.62939453125
84794812,-991.2999877929688,-1020.9119262695312,-1048.2891845703125,-1041.6099853515625,-1050.519775390625,-1028.384521484375,-1045.070068359375,-991.8441162109375,-1044.538330078125,-1043.267333984375,-1056.725341796875,-1032.031494140625,-1047.19677734375,-1040.6005859375,-1024.3843994140625,-994.3114624023438,-1072.6009521484375,-1058.3951416015625,-1069.697509765625,-1057.813720703125,-1086.8150634765625,-1075.1845703125,-1080.713134765625,-1071.0557861328125,-1072.476318359375,-1074.0048828125,-1068.9415283203125,-1068.6632080078125,-1068.1107177734375,-1061.9342041015625,-1058.3951416015625,-1044.0689697265625
84794814,1515.7789306640625,1574.48779296875,1617.703125,1622.862060546875,1617.337646484375,1601.6282958984375,1620.1580810546875,1568.452392578125,1623.06982421875,1623.6346435546875,1621.034423828125,1643.73046875,1620.2244873046875,1605.5701904296875,1608.0997314453125,1555.928955078125,1620.8848876953125,1646.3680419921875,1647.161376953125,1647.5684814453125,1654.085693359375,1664.2955322265625,1652.594482421875,1667.0037841796875,1646.235107421875,1653.429443359375,1646.4053955078125,1649.4500732421875,1638.1602783203125,1650.0732421875,1629.188232421875,1602.4423828125
84794816,1649.7532958984375,1683.9385986328125,1726.5018310546875,1718.140380859375,1713.7208251953125,1709.99072265625,1717.0645751953125,1681.155517578125,1723.623291015625,1722.70947265625,1716.96484375,1738.7469482421875,1713.4466552734375,1705.421630859375,1705.4091796875,1656.0877685546875,1730.634765625,1743.6109619140625,1744.9609375,1744.7864990234375,1760.2010498046875,1760.3131103515625,1754.643310546875,1766.45654296875,1743.735595703125,1752.3006591796875,1740.8114013671875,1750.3193359375,1734.7843017578125,1741.1146240234375,1723.984619140625,1692.5450439453125
84794818,1484.01123046875,1511.1600341796875,1541.5445556640625,1535.089599609375,1530.491455078125,1528.040771484375,1536.0325927734375,1503.81201171875,1539.210205078125,1537.120849609375,1522.0302734375,1542.7491455078125,1521.739501953125,1520.1279296875,1514.341796875,1472.0401611328125,1548.67236328125,1558.429443359375,1563.0526123046875,1559.67138671875,1573.7899169921875,1569.2291259765625,1567.6964111328125,1578.695556640625,1555.98291015625,1557.864501953125,1554.1552734375,1559.634033203125,1547.3846435546875,1550.24658203125,1536.47705078125,1508.1734619140625
84794820,1370.0286865234375,1408.749755859375,1446.01708984375,1438.71484375,1436.7293701171875,1431.51220703125,1442.71484375,1394.382080078125,1443.1219482421875,1441.9671630859375,1427.74072265625,1444.496826171875,1428.6046142578125,1430.220458984375,1420.6004638671875,1371.2083740234375,1457.4564208984375,1463.6123046875,1472.8709716796875,1469.2987060546875,1478.50341796875,1474.1212158203125,1480.1400146484375,1485.784912109375,1466.395263671875,1467.371337890625,1465.223876953125,1467.051513671875,1459.0224609375,1461.6517333984375,1448.0233154296875,1420.23486328125
84794822,773.9519653320312,819.5515747070312,848.3618774414062,846.5923461914062,842.8872680664062,836.3659057617188,847.70556640625,800.947021484375,848.586181640625,846.5591430664062,832.9888916015625,849.24658203125,836.3077392578125,834.4053344726562,830.8497314453125,791.7423706054688,863.1034545898438,871.107666015625,875.1617431640625,871.8844604492188,875.5355834960938,876.0797119140625,876.2915649414062,879.8097534179688,870.0484619140625,871.8553466796875,871.1575317382812,871.4690551757812,859.0743408203125,869.53759765625,854.7752075195312,835.6223754882812
84794824,-1349.405517578125,-1383.5283203125,-1413.9295654296875,-1418.8018798828125,-1426.1995849609375,-1395.038330078125,-1425.327392578125,-1374.9052734375,-1427.262939453125,-1423.894287109375,-1441.5809326171875,-1424.9866943359375,-1431.17578125,-1418.0001220703125,-1403.8193359375,-1373.5386962890625,-1422.303466796875,-1427.8818359375,-1437.3814697265625,-1427.1258544921875,-1451.0513916015625,-1445.9298095703125,-1444.3763427734375,-1445.8343505859375,-1439.7947998046875,-1444.0606689453125,-1440.7003173828125,-1434.9183349609375,-1437.481201171875,-1437.6763916015625,-1429.38134765625,-1406.3656005859375
84794826,-2736.065673828125,-2823.360595703125,-2903.469482421875,-2902.90869140625,-2915.328369140625,-2862.27685546875,-2911.54833984375,-2796.1826171875,-2912.61181640625,-2908.7197265625,-2928.919189453125,-2916.084228515625,-2911.95947265625,-2894.3310546875,-2861.437744140625,-2794.4921875,-2932.375244140625,-2944.6826171875,-2960.059814453125,-2942.850830078125,-2988.134765625,-2980.703857421875,-2977.875,-2987.063232421875,-2958.988037109375,-2970.5478515625,-2963.723388671875,-2956.9111328125,-2954.643310546875,-2953.255859375,-2930.044921875,-2885.853515625
84794828,-2033.2547607421875,-2098.38525390625,-2152.740966796875,-2151.930908203125,-2160.990234375,-2121.62939453125,-2156.151123046875,-2069.34228515625,-2156.533203125,-2156.0888671875,-2177.06103515625,-2159.092041015625,-2163.37451171875,-2146.32763671875,-2118.584716796875,-2068.902099609375,-2182.0869140625,-2193.01123046875,-2196.2802734375,-2184.58349609375,-2223.0966796875,-2217.115478515625,-2212.517333984375,-2226.78955078125,-2200.346923828125,-2208.002197265625,-2204.758056640625,-2196.02685546875,-2193.958251953125,-2193.883544921875,-2173.48046875,-2144.342041015625
84794830,320.3106994628906,341.6442565917969,355.74200439453125,357.9434814453125,347.3639221191406,349.5986328125,353.6776123046875,336.1073303222656,356.48138427734375,359.6382141113281,344.0741882324219,358.8531494140625,346.4459533691406,347.6671447753906,358.387939453125,336.227783203125,339.9245910644531,348.1199035644531,358.48760986328125,357.9891662597656,350.6536865234375,354.2674255371094,356.94244384765625,353.3743896484375,353.7066650390625,355.58831787109375,356.4481506347656,360.6849365234375,356.7721252441406,350.42523193359375,356.4689025878906,349.4200439453125
84794832,1877.6767578125,1937.6566162109375,1991.4141845703125,1988.0994873046875,1986.37158203125,1963.0775146484375,1984.3985595703125,1911.396728515625,1986.4588623046875,1988.4775390625,1984.3612060546875,1991.9417724609375,1977.885498046875,1965.656982421875,1966.566650390625,1900.09033203125,1991.1275634765625,2003.2564697265625,2023.2193603515625,2012.5982666015625,2027.99609375,2028.03759765625,2028.29931640625,2029.3211669921875,2009.6241455078125,2025.9400634765625,2016.41552734375,2019.9876708984375,2007.64697265625,2004.7061767578125,1996.8721923828125,1963.4803466796875
84794834,1447.3919677734375,1474.4534912109375,1505.1661376953125,1502.250244140625,1495.77880859375,1487.8326416015625,1498.4329833984375,1457.6807861328125,1495.907470703125,1502.6905517578125,1492.3187255859375,1499.8868408203125,1492.6800537109375,1486.8814697265625,1490.2376708984375,1437.7095947265625,1501.4444580078125,1505.6563720703125,1521.4737548828125,1510.9315185546875,1525.8642578125,1520.3646240234375,1523.0147705078125,1523.9908447265625,1511.338623046875,1523.3138427734375,1512.1319580078125,1516.501708984375,1512.306396484375,1502.17138671875,1504.6552734375,1476.6175537109375
84794836,1531.4718017578125,1569.927001953125,1610.928466796875,1605.8858642578125,1601.0882568359375,1583.376708984375,1597.8857421875,1549.0919189453125,1600.905517578125,1600.274169921875,1594.02685546875,1603.381103515625,1592.465087890625,1582.770263671875,1582.055908203125,1529.4696044921875,1607.7301025390625,1616.2203369140625,1629.3585205078125,1626.122802734375,1631.5101318359375,1629.433349609375,1628.1248779296875,1633.4541015625,1616.2203369140625,1623.47265625,1614.87451171875,1617.1798095703125,1616.2244873046875,1605.869140625,1606.4840087890625,1571.1025390625
84794838,1140.6514892578125,1183.891845703125,1224.7064208984375,1227.015869140625,1217.7862548828125,1199.6302490234375,1218.6544189453125,1166.5084228515625,1217.4166259765625,1218.0521240234375,1213.084228515625,1219.18603515625,1203.430908203125,1194.9781494140625,1193.702880859375,1155.2850341796875,1223.5889892578125,1235.86328125,1250.3223876953125,1246.9910888671875,1249.8447265625,1250.6297607421875,1246.9869384765625,1252.6485595703125,1235.2568359375,1241.931884765625,1237.8861083984375,1239.0782470703125,1234.39697265625,1229.5745849609375,1226.2266845703125,1200.4527587890625
84794840,12.864100456237793,30.430221557617188,49.36707305908203,49.350460052490234,46.14377975463867,40.573631286621094,42.86648941040039,22.866281509399414,35.888221740722656,36.80204391479492,34.02735137939453,38.21430969238281,21.68246841430664,27.485227584838867,31.11558723449707,20.378196716308594,48.78139877319336,49.99843978881836,58.580047607421875,66.79612731933594,52.07946014404297,53.17604446411133,51.34009552001953,51.065948486328125,43.07832717895508,44.59444046020508,43.4480094909668,44.997352600097656,46.83745193481445,37.79478454589844,42.95371627807617,32.44478225708008
84794842,-2382.786865234375,-2455.938232421875,-2513.716552734375,-2514.052978515625,-2518.4892578125,-2474.754638671875,-2523.893310546875,-2422.558837890625,-2533.770751953125,-2523.590087890625,-2540.491455078125,-2530.60986328125,-2540.64111328125,-2513.567138671875,-2491.332275390625,-2427.842529296875,-2538.119873046875,-2554.81787109375,-2561.206298828125,-2546.988037109375,-2588.0185546875,-2580.853271484375,-2579.416259765625,-2586.128662109375,-2572.616455078125,-2581.779541015625,-2571.939453125,-2569.222900390625,-2564.09716796875,-2566.2529296875,-2544.6162109375,-2509.953369140625
84794844,-2623.82373046875,-2699.637451171875,-2768.510498046875,-2759.50537109375,-2771.66748046875,-2725.237060546875,-2774.57080078125,-2659.0888671875,-2783.385009765625,-2772.855224609375,-2794.5751953125,-2776.892822265625,-2784.917724609375,-2757.11279296875,-2734.009765625,-2657.7470703125,-2805.661376953125,-2814.862060546875,-2815.684326171875,-2800.793212890625,-2849.965087890625,-2851.136474609375,-2841.250732421875,-2851.173828125,-2827.377197265625,-2840.170654296875,-2827.115478515625,-2822.80810546875,-2815.838134765625,-2822.297119140625,-2796.913818359375,-2752.792724609375
84794846,-1180.809814453125,-1205.2669677734375,-1235.4229736328125,-1225.7572021484375,-1237.728271484375,-1207.659423828125,-1233.196533203125,-1182.1805419921875,-1246.3099365234375,-1231.85498046875,-1252.1209716796875,-1237.080322265625,-1246.430419921875,-1228.1124267578125,-1217.4622802734375,-1180.1285400390625,-1258.7213134765625,-1260.141845703125,-1255.1365966796875,-1237.8612060546875,-1272.632080078125,-1276.632080078125,-1268.8770751953125,-1275.5230712890625,-1266.771240234375,-1275.1534423828125,-1265.8448486328125,-1257.80322265625,-1257.986083984375,-1259.0369873046875,-1251.1407470703125,-1231.7220458984375
84794848,1395.58251953125,1455.682861328125,1500.725830078125,1507.421630859375,1497.415283203125,1485.9676513671875,1502.9937744140625,1445.5767822265625,1495.9490966796875,1508.7965087890625,1497.8680419921875,1511.4591064453125,1488.0321044921875,1491.853515625,1479.20947265625,1439.4915771484375,1500.0196533203125,1517.9139404296875,1537.5902099609375,1541.6234130859375,1535.359619140625,1534.8197021484375,1538.2008056640625,1533.490478515625,1517.066650390625,1520.3106689453125,1519.0936279296875,1527.0023193359375,1517.6314697265625,1513.6273193359375,1503.36767578125,1483.8658447265625
84794850,1711.3822021484375,1755.3370361328125,1793.8836669921875,1792.86181640625,1777.99560546875,1771.690185546875,1786.7142333984375,1733.0107421875,1775.4078369140625,1786.4609375,1784.5667724609375,1787.9312744140625,1771.5947265625,1772.9986572265625,1761.0982666015625,1718.206787109375,1793.837890625,1804.2679443359375,1818.419677734375,1820.3221435546875,1827.516357421875,1821.2816162109375,1825.5142822265625,1824.9036865234375,1800.9117431640625,1807.5950927734375,1802.6728515625,1808.5255126953125,1798.1329345703125,1797.2772216796875,1784.06005859375,1763.11279296875
