samplestamps,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16
84756062,-2698.51611328125,-2774.82421875,-2854.8125,-2846.44287109375,-2844.4033203125,-2812.369873046875,-2867.435791015625,-2745.407470703125,-2851.20703125,-2854.609130859375,-2855.136474609375,-2860.3828125,-2847.04931640625,-2827.867431640625,-2817.25048828125,-2737.4365234375
84756064,-2657.81787109375,-2730.861083984375,-2807.30224609375,-2794.309326171875,-2797.175537109375,-2759.70458984375,-2814.795654296875,-2696.406005859375,-2800.199462890625,-2800.290771484375,-2805.964599609375,-2810.176513671875,-2794.176513671875,-2774.786865234375,-2766.707763671875,-2682.927001953125
84756066,-1070.706787109375,-1087.375732421875,-1116.6138916015625,-1101.045654296875,-1110.2752685546875,-1090.088134765625,-1121.9638671875,-1071.919677734375,-1110.960693359375,-1106.840087890625,-1113.8475341796875,-1116.231689453125,-1106.44970703125,-1096.8836669921875,-1094.7279052734375,-1059.8656005859375
84756068,1401.64697265625,1465.3070068359375,1506.536865234375,1517.2784423828125,1512.7218017578125,1495.3551025390625,1504.414306640625,1452.7626953125,1509.797607421875,1517.0167236328125,1520.6304931640625,1512.3355712890625,1516.3895263671875,1509.1329345703125,1492.50146484375,1453.1448974609375
84756070,1417.6512451171875,1446.390869140625,1485.822265625,1482.2750244140625,1480.925048828125,1471.4088134765625,1472.43896484375,1442.353515625,1478.9561767578125,1482.4078369140625,1492.6634521484375,1481.4691162109375,1488.6883544921875,1482.162841796875,1471.811767578125,1438.6607666015625
84756072,1232.768798828125,1254.978759765625,1287.6893310546875,1285.5750732421875,1278.8253173828125,1276.4783935546875,1276.9976806640625,1251.389892578125,1277.9239501953125,1281.43798828125,1294.6842041015625,1282.999755859375,1289.629150390625,1281.0184326171875,1269.221923828125,1235.9296875
84756074,1071.6995849609375,1103.5919189453125,1138.96923828125,1132.7220458984375,1132.6805419921875,1123.6793212890625,1126.146728515625,1100.061279296875,1124.385498046875,1128.7261962890625,1146.1427001953125,1135.2225341796875,1132.31494140625,1125.556884765625,1111.99072265625,1079.803466796875
84756076,522.5723876953125,549.5300903320312,582.6477661132812,578.91357421875,582.3445434570312,572.853271484375,571.7816162109375,544.7366943359375,578.7515869140625,578.9717407226562,587.5533447265625,582.6104125976562,580.695556640625,576.8990478515625,566.8968505859375,543.8187255859375
84756078,-1576.1326904296875,-1624.56103515625,-1654.5758056640625,-1659.48974609375,-1659.90087890625,-1632.261962890625,-1670.9871826171875,-1602.6417236328125,-1665.2301025390625,-1666.1439208984375,-1660.3994140625,-1660.9517822265625,-1651.2362060546875,-1639.86328125,-1636.6026611328125,-1589.6156005859375
84756080,-2925.990966796875,-3022.08740234375,-3096.455810546875,-3093.406982421875,-3101.685302734375,-3045.315185546875,-3111.159912109375,-2974.361083984375,-3105.25341796875,-3107.774658203125,-3110.067626953125,-3103.251220703125,-3086.432861328125,-3063.595703125,-3049.6640625,-2964.977783203125
84756082,-2168.180419921875,-2236.450927734375,-2289.65625,-2292.621826171875,-2294.358154296875,-2251.96923828125,-2303.841064453125,-2195.27099609375,-2297.6396484375,-2292.69677734375,-2300.406005859375,-2294.719482421875,-2279.01025390625,-2266.8564453125,-2249.119873046875,-2190.27392578125
84756084,208.33030700683594,230.3824462890625,244.82081604003906,247.0887451171875,246.76060485839844,244.30990600585938,235.30462646484375,234.13327026367188,242.78964233398438,246.3826141357422,247.31304931640625,248.51763916015625,256.3515625,251.66200256347656,251.479248046875,242.80625915527344
84756086,1712.8070068359375,1763.8521728515625,1813.9420166015625,1809.929443359375,1811.042724609375,1792.8035888671875,1803.0467529296875,1744.009765625,1804.77880859375,1814.818359375,1820.4300537109375,1814.9720458984375,1823.21728515625,1807.11328125,1803.241943359375,1749.218505859375
84756088,1223.34814453125,1237.5330810546875,1257.47509765625,1250.2352294921875,1253.3421630859375,1250.45947265625,1249.7408447265625,1229.0303955078125,1250.5882568359375,1252.24560546875,1263.5853271484375,1255.4356689453125,1265.1636962890625,1251.938232421875,1252.25390625,1217.28369140625
84756090,1337.60888671875,1362.273681640625,1387.3040771484375,1385.9915771484375,1387.8980712890625,1379.0257568359375,1382.4525146484375,1345.6505126953125,1386.3280029296875,1391.4578857421875,1400.17236328125,1393.2646484375,1394.7891845703125,1381.0029296875,1379.4119873046875,1331.1456298828125
84756092,931.4198608398438,957.683837890625,984.5418701171875,985.5180053710938,985.4473876953125,973.9706420898438,978.7557373046875,937.604736328125,987.096435546875,991.8566284179688,1001.2315673828125,995.5658569335938,994.5066528320312,981.97900390625,975.6986083984375,933.64208984375
84756094,-236.1478271484375,-231.88194274902344,-226.71470642089844,-228.98265075683594,-232.13116455078125,-232.68777465820312,-237.85086059570312,-244.91635131835938,-239.90280151367188,-231.00135803222656,-222.35745239257812,-229.8549346923828,-225.4519805908203,-230.21214294433594,-233.21530151367188,-236.5507354736328
84756096,-2528.649169921875,-2615.520263671875,-2680.476318359375,-2687.53369140625,-2692.2314453125,-2646.3203125,-2699.04345703125,-2595.87744140625,-2699.932373046875,-2687.695556640625,-2693.768310546875,-2700.1484375,-2684.983154296875,-2667.271728515625,-2655.37548828125,-2589.825439453125
84756098,-2699.8701171875,-2787.555419921875,-2856.25390625,-2854.875,-2860.569580078125,-2814.720703125,-2864.623779296875,-2753.5986328125,-2866.700439453125,-2855.398193359375,-2869.691162109375,-2866.6796875,-2857.396240234375,-2836.11669921875,-2818.558837890625,-2744.202880859375
84756100,-1275.35693359375,-1317.80810546875,-1342.0865478515625,-1345.9329833984375,-1346.0159912109375,-1322.3065185546875,-1350.2860107421875,-1293.9573974609375,-1342.9007568359375,-1327.029296875,-1346.472900390625,-1340.965087890625,-1334.7677001953125,-1329.2847900390625,-1323.095703125,-1286.5263671875
84756102,1305.0228271484375,1350.06591796875,1401.8131103515625,1391.96875,1402.5067138671875,1378.4317626953125,1392.3551025390625,1338.884033203125,1402.544189453125,1418.2120361328125,1408.8992919921875,1407.3333740234375,1404.8411865234375,1396.197265625,1387.661376953125,1342.456298828125
84756104,1424.6461181640625,1448.1064453125,1495.1473388671875,1477.7640380859375,1490.8109130859375,1472.164794921875,1478.204345703125,1441.776123046875,1487.1224365234375,1502.9232177734375,1494.30419921875,1488.87109375,1489.236572265625,1481.024658203125,1471.30078125,1429.7677001953125
84756106,1219.9295654296875,1234.326416015625,1268.910400390625,1256.9891357421875,1270.9788818359375,1248.7066650390625,1253.6951904296875,1228.9971923828125,1268.050537109375,1280.482666015625,1274.156494140625,1272.7318115234375,1269.911376953125,1261.0224609375,1250.6339111328125,1215.9710693359375
84756108,1137.7978515625,1160.6558837890625,1202.8619384765625,1188.5648193359375,1203.2564697265625,1179.052734375,1187.2978515625,1144.6431884765625,1201.89404296875,1214.1019287109375,1208.1412353515625,1204.9554443359375,1201.0426025390625,1191.6634521484375,1182.8160400390625,1136.6888427734375
84756110,554.7305908203125,582.1327514648438,618.5235595703125,608.1143188476562,624.2598266601562,596.5586547851562,605.02392578125,568.3464965820312,616.5131225585938,628.6669311523438,621.7717895507812,613.4269409179688,617.804931640625,606.0374145507812,596.554443359375,565.4679565429688
84756112,-1411.757080078125,-1455.76171875,-1475.0640869140625,-1485.5107421875,-1477.984130859375,-1470.2540283203125,-1494.366455078125,-1447.23828125,-1486.499267578125,-1472.0567626953125,-1483.670654296875,-1490.9105224609375,-1481.1534423828125,-1476.721435546875,-1472.775390625,-1446.6484375
84756114,-2948.98583984375,-3051.529052734375,-3119.068603515625,-3123.30126953125,-3121.099853515625,-3090.719482421875,-3133.83935546875,-3013.887939453125,-3129.170654296875,-3116.082275390625,-3136.506103515625,-3137.071044921875,-3126.1259765625,-3107.193115234375,-3092.8046875,-3014.905517578125
84756116,-2293.348876953125,-2372.253173828125,-2419.80078125,-2419.705322265625,-2418.31787109375,-2398.458984375,-2423.08642578125,-2334.308837890625,-2423.00341796875,-2405.445556640625,-2429.69091796875,-2432.129150390625,-2422.2099609375,-2405.707275390625,-2394.396484375,-2330.67431640625
84756118,-1.0592010021209717,1.8816394805908203,19.007465362548828,21.91092300415039,18.8371639251709,8.000082969665527,22.40937042236328,15.094653129577637,20.793569564819336,36.32851791381836,21.204788208007812,16.52768898010254,13.196398735046387,15.464334487915039,11.003229141235352,9.590961456298828
84756120,1680.7235107421875,1726.5640869140625,1783.7900390625,1778.1949462890625,1780.2635498046875,1745.5673828125,1788.2427978515625,1704.22119140625,1788.4547119140625,1797.181640625,1788.4796142578125,1781.8876953125,1775.5615234375,1767.453369140625,1756.5333251953125,1702.115234375
84756122,1214.010498046875,1226.20166015625,1255.626708984375,1248.3203125,1249.0306396484375,1228.270263671875,1255.9923095703125,1215.3687744140625,1256.6900634765625,1257.6329345703125,1253.209228515625,1246.3763427734375,1241.55810546875,1240.8270263671875,1232.270263671875,1201.1131591796875
84756124,1260.22900390625,1287.735107421875,1319.918212890625,1318.6387939453125,1322.2691650390625,1296.013427734375,1327.3076171875,1275.1492919921875,1326.3232421875,1327.0584716796875,1319.959716796875,1318.5557861328125,1311.3448486328125,1304.9190673828125,1296.981201171875,1254.650634765625
84756126,906.7217407226562,941.1935424804688,973.738037109375,968.1014404296875,976.9156494140625,948.553955078125,979.2542114257812,918.3355712890625,982.9634399414062,982.9094848632812,972.22607421875,971.1585693359375,963.8023071289062,953.1314086914062,950.2196044921875,912.715576171875
84756128,-131.10415649414062,-119.84339904785156,-111.17041778564453,-116.36257934570312,-103.70616149902344,-122.23179626464844,-107.89311981201172,-135.6068115234375,-103.85154724121094,-99.8971939086914,-108.65740966796875,-110.43936157226562,-117.55054473876953,-119.34495544433594,-116.66995239257812,-129.1311492919922
84756130,-2473.005859375,-2553.5341796875,-2622.029296875,-2625.410400390625,-2614.66064453125,-2594.776611328125,-2621.015869140625,-2534.03662109375,-2617.74267578125,-2614.685546875,-2630.926513671875,-2624.662841796875,-2626.590087890625,-2610.971923828125,-2593.243896484375,-2530.3564453125
84756132,-2774.1015625,-2853.421142578125,-2936.85693359375,-2929.990966796875,-2927.08740234375,-2902.28564453125,-2933.06884765625,-2825.329345703125,-2922.49755859375,-2923.261962890625,-2937.22265625,-2927.76025390625,-2927.390625,-2912.026123046875,-2888.0009765625,-2816.029296875
84756134,-1412.945068359375,-1448.766845703125,-1491.03515625,-1477.85546875,-1479.2344970703125,-1473.8013916015625,-1479.8076171875,-1427.87353515625,-1470.706787109375,-1470.7525634765625,-1481.93017578125,-1476.0277099609375,-1476.443115234375,-1475.20947265625,-1459.346435546875,-1427.9400634765625
84756136,1181.129638671875,1231.4976806640625,1267.9591064453125,1279.88037109375,1281.40478515625,1247.718017578125,1280.432861328125,1212.9969482421875,1296.2086181640625,1286.91259765625,1278.688232421875,1287.473388671875,1285.6748046875,1265.4088134765625,1257.5914306640625,1216.8475341796875
84756138,1499.8992919921875,1535.1893310546875,1568.419189453125,1572.1990966796875,1574.1513671875,1541.0751953125,1564.71826171875,1509.0582275390625,1589.2957763671875,1587.326904296875,1578.6746826171875,1583.596923828125,1579.314453125,1563.3931884765625,1556.8094482421875,1504.8214111328125
84756140,1244.694091796875,1269.9072265625,1295.930419921875,1294.6634521484375,1292.7901611328125,1273.857421875,1288.2210693359375,1245.0679931640625,1312.69482421875,1311.3614501953125,1299.5150146484375,1307.7601318359375,1303.6978759765625,1289.25537109375,1279.0953369140625,1236.129150390625
84756142,1157.445068359375,1196.398681640625,1220.31591796875,1223.99609375,1225.9442138671875,1196.73095703125,1217.603515625,1161.0712890625,1237.1717529296875,1236.9805908203125,1223.2691650390625,1230.2183837890625,1226.4716796875,1211.7467041015625,1196.045654296875,1154.0430908203125
84756144,646.619384765625,687.8866577148438,708.8256225585938,711.330322265625,715.7997436523438,691.620849609375,710.0468139648438,654.3453369140625,721.5858764648438,720.5059204101562,718.3501586914062,722.0178833007812,717.3117065429688,704.1360473632812,684.1400146484375,657.8261108398438
84756146,-1244.602783203125,-1263.9259033203125,-1296.4952392578125,-1296.7237548828125,-1293.9573974609375,-1282.32275390625,-1301.9034423828125,-1278.7755126953125,-1293.9739990234375,-1297.504638671875,-1299.8597412109375,-1295.5980224609375,-1291.8804931640625,-1289.7496337890625,-1289.5377197265625,-1263.75146484375
