samplestamps,C1,C2,C3,C4,C5,C6,C7,C8
85147178,286.1338195800781,321.4571228027344,315.5505065917969,337.4656066894531,337.53204345703125,344.7595520019531,341.3659362792969,304.339599609375
85147180,1532.9962158203125,1586.7662353515625,1614.8662109375,1627.373046875,1631.900634765625,1620.1995849609375,1633.5787353515625,1557.84375
85147182,1068.4139404296875,1092.0404052734375,1099.479736328125,1106.6573486328125,1113.4404296875,1111.708251953125,1112.1943359375,1065.103515625
85147184,1043.4334716796875,1078.6861572265625,1087.039306640625,1100.2606201171875,1109.6065673828125,1101.7891845703125,1106.3873291015625,1052.78759765625
85147186,599.4786987304688,642.4407348632812,654.0005493164062,667.2509765625,677.7972412109375,668.829345703125,674.3704223632812,616.9658813476562
85147188,-809.1714477539062,-804.9719848632812,-824.5070190429688,-816.3532104492188,-798.832763671875,-792.6271362304688,-805.3126220703125,-820.648193359375
85147190,-3261.886474609375,-3345.1064453125,-3440.932861328125,-3423.931640625,-3414.739501953125,-3367.27490234375,-3423.38330078125,-3323.648193359375
85147192,-3299.8056640625,-3375.279052734375,-3468.580078125,-3450.84375,-3446.86865234375,-3397.2646484375,-3450.374267578125,-3353.908203125
85147194,-1633.3170166015625,-1655.0992431640625,-1700.3125,-1679.564697265625,-1675.942626953125,-1652.4283447265625,-1680.74853515625,-1645.9901123046875
85147196,840.8394775390625,902.8380126953125,926.6139526367188,936.408447265625,953.712890625,938.4853515625,953.7835083007812,875.8761596679688
85147198,799.8088989257812,840.9474487304688,849.5872192382812,856.5322265625,874.5137329101562,864.0297241210938,867.9716186523438,812.0208740234375
85147200,512.2462158203125,548.1137084960938,555.0296630859375,563.1792602539062,580.392333984375,573.3683471679688,575.5989379882812,525.712646484375
85147202,276.70068359375,320.3813171386719,329.4322814941406,338.8072509765625,359.38897705078125,348.4189758300781,350.8447570800781,292.17333984375
85147204,-517.4425659179688,-472.8481140136719,-459.9964599609375,-449.60797119140625,-431.896484375,-439.186279296875,-434.8207092285156,-490.3893127441406
85147206,-3086.60302734375,-3119.068603515625,-3170.48779296875,-3162.30078125,-3145.78125,-3118.960693359375,-3152.53955078125,-3105.18701171875
